@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
4957,57990,9863,56295,11703,0.827892,0.854642,0.507416,0.854642,0.492584,0.63677,0.841253,1.015916,0.370127
4958,57990,9863,56294,11704,0.827877,0.854642,0.50742,0.854642,0.49258,0.636773,0.841245,1.015925,0.370134
4959,57990,9863,56293,11705,0.827863,0.854642,0.507425,0.854642,0.492575,0.636777,0.841238,1.015933,0.370167
4960,57990,9863,56292,11706,0.827848,0.854642,0.507429,0.854642,0.492571,0.63678,0.84123,1.015942,0.370196
4961,57989,9864,56292,11706,0.827848,0.854627,0.507425,0.854627,0.492575,0.636773,0.841223,1.015934,0.370207
4962,57989,9864,56291,11707,0.827833,0.854627,0.507429,0.854627,0.492571,0.636776,0.841216,1.015943,0.370225
4963,57989,9864,56290,11708,0.827818,0.854627,0.507434,0.854627,0.492566,0.63678,0.841208,1.015951,0.370242
4964,57989,9864,56289,11709,0.827804,0.854627,0.507438,0.854627,0.492562,0.636783,0.841201,1.01596,0.370256
4965,57988,9865,56288,11710,0.827789,0.854612,0.507438,0.854612,0.492562,0.636779,0.841186,1.015961,0.370263
4966,57988,9865,56287,11711,0.827774,0.854612,0.507443,0.854612,0.492557,0.636783,0.841179,1.01597,0.370286
4967,57988,9865,56286,11712,0.82776,0.854612,0.507447,0.854612,0.492553,0.636786,0.841172,1.015978,0.370303
4968,57987,9866,56284,11714,0.82773,0.854597,0.507452,0.854597,0.492548,0.636786,0.841149,1.015988,0.370326
4969,57987,9866,56283,11715,0.827716,0.854597,0.507456,0.854597,0.492544,0.636789,0.841142,1.015996,0.370336
4970,57986,9867,56283,11715,0.827716,0.854583,0.507452,0.854583,0.492548,0.636782,0.841135,1.015988,0.370337
4971,57986,9867,56282,11716,0.827701,0.854583,0.507456,0.854583,0.492544,0.636785,0.841127,1.015997,0.370345
4972,57986,9867,56281,11717,0.827686,0.854583,0.507461,0.854583,0.492539,0.636789,0.84112,1.016006,0.370346
4973,57986,9867,56280,11718,0.827671,0.854583,0.507465,0.854583,0.492535,0.636792,0.841113,1.016015,0.370353
4974,57986,9867,56279,11719,0.827657,0.854583,0.507469,0.854583,0.492531,0.636796,0.841105,1.016023,0.370361
4975,57986,9867,56278,11720,0.827642,0.854583,0.507474,0.854583,0.492526,0.636799,0.841098,1.016032,0.370408
4976,57986,9867,56277,11721,0.827627,0.854583,0.507478,0.854583,0.492522,0.636803,0.841091,1.016041,0.370435
4977,57986,9867,56276,11722,0.827613,0.854583,0.507483,0.854583,0.492517,0.636806,0.841083,1.01605,0.370445
4978,57986,9867,56275,11723,0.827598,0.854583,0.507487,0.854583,0.492513,0.63681,0.841076,1.016059,0.370451
4979,57986,9867,56274,11724,0.827583,0.854583,0.507492,0.854583,0.492508,0.636813,0.841069,1.016068,0.370455
4980,57985,9868,56274,11724,0.827583,0.854568,0.507487,0.854568,0.492513,0.636806,0.841061,1.016059,0.370476
4981,57985,9868,56272,11726,0.827554,0.854568,0.507496,0.854568,0.492504,0.636813,0.841046,1.016077,0.370476
4982,57985,9868,56268,11730,0.827495,0.854568,0.507514,0.854568,0.492486,0.636827,0.841017,1.016113,0.370481
4983,57985,9868,56267,11731,0.82748,0.854568,0.507518,0.854568,0.492482,0.63683,0.84101,1.016121,0.3705
4984,57984,9869,56266,11732,0.827466,0.854553,0.507519,0.854553,0.492481,0.636826,0.840995,1.016122,0.370526
4985,57979,9874,56265,11733,0.827451,0.85448,0.507501,0.85448,0.492499,0.636792,0.840951,1.016087,0.370586
4986,57978,9875,56265,11733,0.827451,0.854465,0.507497,0.854465,0.492503,0.636785,0.840943,1.016079,0.370587
4987,57978,9875,56264,11734,0.827436,0.854465,0.507502,0.854465,0.492498,0.636788,0.840936,1.016088,0.370587
4988,57977,9876,56264,11734,0.827436,0.85445,0.507497,0.85445,0.492503,0.636781,0.840929,1.016079,0.370588
4989,57976,9877,56264,11734,0.827436,0.854435,0.507493,0.854435,0.492507,0.636774,0.840921,1.01607,0.370596
4990,57976,9877,56263,11735,0.827421,0.854435,0.507497,0.854435,0.492503,0.636777,0.840914,1.016079,0.370627
4991,57975,9878,56263,11735,0.827421,0.854421,0.507493,0.854421,0.492507,0.63677,0.840907,1.016071,0.370638
4992,57973,9880,56263,11735,0.827421,0.854391,0.507485,0.854391,0.492515,0.636755,0.840892,1.016053,0.370639
4993,57973,9880,56262,11736,0.827407,0.854391,0.507489,0.854391,0.492511,0.636758,0.840884,1.016062,0.370667
4994,57973,9880,56259,11739,0.827363,0.854391,0.507502,0.854391,0.492498,0.636769,0.840862,1.016089,0.370667
4995,57973,9880,56258,11740,0.827348,0.854391,0.507507,0.854391,0.492493,0.636772,0.840855,1.016098,0.370698
4996,57972,9881,56258,11740,0.827348,0.854376,0.507502,0.854376,0.492498,0.636765,0.840848,1.016089,0.370704
4997,57971,9882,56258,11740,0.827348,0.854362,0.507498,0.854362,0.492502,0.636757,0.84084,1.016081,0.370714
4998,57971,9882,56256,11742,0.827318,0.854362,0.507507,0.854362,0.492493,0.636764,0.840826,1.016098,0.370725
4999,57971,9882,56255,11743,0.827304,0.854362,0.507511,0.854362,0.492489,0.636768,0.840818,1.016107,0.370749
5000,57971,9882,56254,11744,0.827289,0.854362,0.507516,0.854362,0.492484,0.636771,0.840811,1.016116,0.370769
5001,57970,9883,56254,11744,0.827289,0.854347,0.507512,0.854347,0.492488,0.636764,0.840804,1.016108,0.370784
5002,57969,9884,56254,11744,0.827289,0.854332,0.507507,0.854332,0.492493,0.636756,0.840796,1.016099,0.37081
5003,57969,9884,56253,11745,0.827274,0.854332,0.507512,0.854332,0.492488,0.63676,0.840789,1.016108,0.370833
5004,57969,9884,56252,11746,0.82726,0.854332,0.507516,0.854332,0.492484,0.636763,0.840781,1.016117,0.370833
5005,57969,9884,56251,11747,0.827245,0.854332,0.507521,0.854332,0.492479,0.636767,0.840774,1.016126,0.370857
5006,57968,9885,56251,11747,0.827245,0.854317,0.507516,0.854317,0.492484,0.636759,0.840767,1.016117,0.370879
5007,57967,9886,56251,11747,0.827245,0.854303,0.507512,0.854303,0.492488,0.636752,0.840759,1.016108,0.37088
5008,57966,9887,56251,11747,0.827245,0.854288,0.507508,0.854288,0.492492,0.636744,0.840752,1.0161,0.370899
5009,57965,9888,56251,11747,0.827245,0.854273,0.507503,0.854273,0.492497,0.636737,0.840745,1.016091,0.370909
5010,57960,9893,56250,11748,0.82723,0.8542,0.507486,0.8542,0.492514,0.636703,0.8407,1.016057,0.370922
5011,57959,9894,56250,11748,0.82723,0.854185,0.507482,0.854185,0.492518,0.636695,0.840693,1.016048,0.37095
5012,57959,9894,56249,11749,0.827216,0.854185,0.507486,0.854185,0.492514,0.636699,0.840686,1.016057,0.370952
5013,57958,9895,56249,11749,0.827216,0.85417,0.507482,0.85417,0.492518,0.636691,0.840678,1.016049,0.370952
5014,57958,9895,56248,11750,0.827201,0.85417,0.507486,0.85417,0.492514,0.636695,0.840671,1.016057,0.370963
5015,57958,9895,56247,11751,0.827186,0.85417,0.507491,0.85417,0.492509,0.636698,0.840664,1.016066,0.370968
5016,57958,9895,56246,11752,0.827171,0.85417,0.507495,0.85417,0.492505,0.636702,0.840656,1.016075,0.37097
5017,57957,9896,56246,11752,0.827171,0.854155,0.507491,0.854155,0.492509,0.636694,0.840649,1.016067,0.370972
5018,57956,9897,56246,11752,0.827171,0.854141,0.507487,0.854141,0.492513,0.636687,0.840642,1.016058,0.370978
5019,57956,9897,56245,11753,0.827157,0.854141,0.507491,0.854141,0.492509,0.63669,0.840634,1.016067,0.370992
5020,57956,9897,56244,11754,0.827142,0.854141,0.507496,0.854141,0.492504,0.636694,0.840627,1.016076,0.371
5021,57955,9898,56243,11755,0.827127,0.854126,0.507496,0.854126,0.492504,0.63669,0.840612,1.016076,0.371016
5022,57954,9899,56243,11755,0.827127,0.854111,0.507491,0.854111,0.492509,0.636682,0.840605,1.016067,0.371028
5023,57953,9900,56243,11755,0.827127,0.854096,0.507487,0.854096,0.492513,0.636675,0.840597,1.016059,0.37104
5024,57952,9901,56243,11755,0.827127,0.854082,0.507483,0.854082,0.492517,0.636667,0.84059,1.01605,0.371074
5025,57951,9902,56243,11755,0.827127,0.854067,0.507479,0.854067,0.492521,0.63666,0.840583,1.016041,0.371111
5026,57949,9904,56237,11761,0.827039,0.854037,0.507497,0.854037,0.492503,0.636666,0.840524,1.016078,0.371119
5027,57949,9904,56236,11762,0.827024,0.854037,0.507501,0.854037,0.492499,0.636669,0.840516,1.016086,0.37112
5028,57949,9904,56235,11763,0.82701,0.854037,0.507505,0.854037,0.492495,0.636673,0.840509,1.016095,0.371127
5029,57949,9904,56234,11764,0.826995,0.854037,0.50751,0.854037,0.49249,0.636676,0.840502,1.016104,0.371136
5030,57949,9904,56233,11765,0.82698,0.854037,0.507514,0.854037,0.492486,0.63668,0.840494,1.016113,0.371173
5031,57949,9904,56232,11766,0.826965,0.854037,0.507519,0.854037,0.492481,0.636683,0.840487,1.016122,0.37119
5032,57948,9905,56232,11766,0.826965,0.854023,0.507514,0.854023,0.492486,0.636676,0.84048,1.016113,0.371199
5033,57948,9905,56231,11767,0.826951,0.854023,0.507519,0.854023,0.492481,0.636679,0.840472,1.016122,0.3712
5034,57947,9906,56231,11767,0.826951,0.854008,0.507515,0.854008,0.492485,0.636672,0.840465,1.016114,0.371207
5035,57946,9907,56231,11767,0.826951,0.853993,0.50751,0.853993,0.49249,0.636664,0.840458,1.016105,0.371215
5036,57946,9907,56230,11768,0.826936,0.853993,0.507515,0.853993,0.492485,0.636668,0.84045,1.016114,0.37125
5037,57944,9909,56229,11769,0.826921,0.853964,0.507511,0.853964,0.492489,0.636656,0.840428,1.016106,0.371282
5038,57944,9909,56228,11770,0.826907,0.853964,0.507515,0.853964,0.492485,0.63666,0.840421,1.016115,0.371304
5039,57944,9909,56226,11772,0.826877,0.853964,0.507524,0.853964,0.492476,0.636667,0.840406,1.016132,0.371318
5040,57944,9909,56225,11773,0.826863,0.853964,0.507528,0.853964,0.492472,0.63667,0.840399,1.016141,0.371337
5041,57944,9909,56224,11774,0.826848,0.853964,0.507533,0.853964,0.492467,0.636674,0.840391,1.01615,0.371337
5042,57943,9910,56224,11774,0.826848,0.853949,0.507528,0.853949,0.492472,0.636666,0.840384,1.016141,0.37134
5043,57942,9911,56224,11774,0.826848,0.853934,0.507524,0.853934,0.492476,0.636659,0.840377,1.016133,0.371364
5044,57941,9912,56224,11774,0.826848,0.85392,0.50752,0.85392,0.49248,0.636651,0.840369,1.016124,0.371389
5045,57941,9912,56223,11775,0.826833,0.85392,0.507524,0.85392,0.492476,0.636655,0.840362,1.016133,0.371389
5046,57941,9912,56222,11776,0.826818,0.85392,0.507529,0.85392,0.492471,0.636658,0.840355,1.016142,0.371404
5047,57940,9913,56222,11776,0.826818,0.853905,0.507524,0.853905,0.492476,0.636651,0.840347,1.016133,0.371412
5048,57940,9913,56221,11777,0.826804,0.853905,0.507529,0.853905,0.492471,0.636654,0.84034,1.016142,0.371429
5049,57930,9923,56217,11781,0.826745,0.853757,0.507503,0.853757,0.492497,0.636593,0.840237,1.016091,0.371429
5050,57930,9923,56216,11782,0.82673,0.853757,0.507508,0.853757,0.492492,0.636597,0.840229,1.0161,0.37145
5051,57929,9924,56216,11782,0.82673,0.853743,0.507504,0.853743,0.492496,0.636589,0.840222,1.016092,0.371489
5052,57929,9924,56215,11783,0.826715,0.853743,0.507508,0.853743,0.492492,0.636593,0.840215,1.016101,0.371511
5053,57929,9924,56214,11784,0.826701,0.853743,0.507513,0.853743,0.492487,0.636596,0.840207,1.01611,0.371518
5054,57929,9924,56213,11785,0.826686,0.853743,0.507517,0.853743,0.492483,0.6366,0.8402,1.016118,0.371524
5055,57929,9924,56212,11786,0.826671,0.853743,0.507521,0.853743,0.492479,0.636603,0.840193,1.016127,0.37153
5056,57928,9925,56212,11786,0.826671,0.853728,0.507517,0.853728,0.492483,0.636596,0.840185,1.016119,0.371538
5057,57927,9926,56211,11787,0.826657,0.853713,0.507517,0.853713,0.492483,0.636592,0.84017,1.016119,0.371541
5058,57926,9927,56211,11787,0.826657,0.853698,0.507513,0.853698,0.492487,0.636584,0.840163,1.01611,0.371613
5059,57926,9927,56210,11788,0.826642,0.853698,0.507517,0.853698,0.492483,0.636588,0.840156,1.016119,0.37163
5060,57925,9928,56210,11788,0.826642,0.853684,0.507513,0.853684,0.492487,0.63658,0.840148,1.016111,0.37165
5061,57925,9928,56209,11789,0.826627,0.853684,0.507517,0.853684,0.492483,0.636584,0.840141,1.01612,0.371651
5062,57925,9928,56208,11790,0.826613,0.853684,0.507522,0.853684,0.492478,0.636587,0.840134,1.016128,0.371667
5063,57922,9931,56206,11792,0.826583,0.853639,0.507518,0.853639,0.492482,0.636572,0.840097,1.01612,0.371667
5064,57921,9932,56202,11796,0.826524,0.853625,0.507531,0.853625,0.492469,0.636578,0.84006,1.016147,0.371672
5065,57921,9932,56201,11797,0.82651,0.853625,0.507536,0.853625,0.492464,0.636582,0.840053,1.016156,0.371675
5066,57920,9933,56201,11797,0.82651,0.85361,0.507531,0.85361,0.492469,0.636574,0.840045,1.016148,0.371701
5067,57920,9933,56200,11798,0.826495,0.85361,0.507536,0.85361,0.492464,0.636578,0.840038,1.016156,0.371707
5068,57919,9934,56200,11798,0.826495,0.853595,0.507532,0.853595,0.492468,0.63657,0.840031,1.016148,0.371714
5069,57919,9934,56199,11799,0.82648,0.853595,0.507536,0.853595,0.492464,0.636574,0.840023,1.016157,0.371724
5070,57919,9934,56198,11800,0.826465,0.853595,0.507541,0.853595,0.492459,0.636577,0.840016,1.016166,0.371734
5071,57919,9934,56197,11801,0.826451,0.853595,0.507545,0.853595,0.492455,0.636581,0.840009,1.016175,0.371738
5072,57919,9934,56196,11802,0.826436,0.853595,0.507549,0.853595,0.492451,0.636584,0.840001,1.016183,0.371756
5073,57918,9935,56196,11802,0.826436,0.853581,0.507545,0.853581,0.492455,0.636577,0.839994,1.016175,0.371765
5074,57917,9936,56195,11803,0.826421,0.853566,0.507545,0.853566,0.492455,0.636573,0.839979,1.016175,0.371769
5075,57916,9937,56195,11803,0.826421,0.853551,0.507541,0.853551,0.492459,0.636565,0.839972,1.016166,0.371795
5076,57916,9937,56194,11804,0.826407,0.853551,0.507545,0.853551,0.492455,0.636569,0.839964,1.016175,0.371803
5077,57915,9938,56194,11804,0.826407,0.853536,0.507541,0.853536,0.492459,0.636561,0.839957,1.016167,0.371818
5078,57915,9938,56193,11805,0.826392,0.853536,0.507545,0.853536,0.492455,0.636565,0.83995,1.016176,0.371843
5079,57914,9939,56193,11805,0.826392,0.853522,0.507541,0.853522,0.492459,0.636557,0.839942,1.016167,0.371865
5080,57913,9940,56193,11805,0.826392,0.853507,0.507537,0.853507,0.492463,0.63655,0.839935,1.016158,0.371875
5081,57913,9940,56192,11806,0.826377,0.853507,0.507541,0.853507,0.492459,0.636553,0.839928,1.016167,0.371905
5082,57913,9940,56191,11807,0.826363,0.853507,0.507546,0.853507,0.492454,0.636557,0.83992,1.016176,0.371905
5083,57913,9940,56190,11808,0.826348,0.853507,0.50755,0.853507,0.49245,0.63656,0.839913,1.016185,0.371985
5084,57913,9940,56189,11809,0.826333,0.853507,0.507555,0.853507,0.492445,0.636564,0.839905,1.016194,0.371989
5085,57913,9940,56188,11810,0.826318,0.853507,0.507559,0.853507,0.492441,0.636567,0.839898,1.016203,0.372
5086,57897,9956,56162,11836,0.825936,0.853271,0.507606,0.853271,0.492394,0.636539,0.839589,1.016296,0.372045
5087,57896,9957,56162,11836,0.825936,0.853256,0.507601,0.853256,0.492399,0.636531,0.839582,1.016288,0.372071
5088,57895,9958,56162,11836,0.825936,0.853242,0.507597,0.853242,0.492403,0.636524,0.839574,1.016279,0.372082
5089,57894,9959,56162,11836,0.825936,0.853227,0.507593,0.853227,0.492407,0.636516,0.839567,1.01627,0.372083
5090,57894,9959,56161,11837,0.825921,0.853227,0.507597,0.853227,0.492403,0.63652,0.83956,1.016279,0.372085
5091,57893,9960,56161,11837,0.825921,0.853212,0.507593,0.853212,0.492407,0.636512,0.839552,1.016271,0.37209
5092,57892,9961,56161,11837,0.825921,0.853197,0.507589,0.853197,0.492411,0.636505,0.839545,1.016262,0.372121
5093,57892,9961,56160,11838,0.825907,0.853197,0.507593,0.853197,0.492407,0.636508,0.839537,1.016271,0.372143
5094,57891,9962,56160,11838,0.825907,0.853183,0.507589,0.853183,0.492411,0.636501,0.83953,1.016262,0.372162
5095,57890,9963,56160,11838,0.825907,0.853168,0.507584,0.853168,0.492416,0.636493,0.839523,1.016253,0.372164
5096,57889,9964,56160,11838,0.825907,0.853153,0.50758,0.853153,0.49242,0.636486,0.839515,1.016245,0.372167
5097,57888,9965,56160,11838,0.825907,0.853138,0.507576,0.853138,0.492424,0.636478,0.839508,1.016236,0.37219
5098,57887,9966,56160,11838,0.825907,0.853124,0.507571,0.853124,0.492429,0.636471,0.839501,1.016228,0.372196
5099,57887,9966,56159,11839,0.825892,0.853124,0.507576,0.853124,0.492424,0.636474,0.839493,1.016236,0.372208
5100,57887,9966,56158,11840,0.825877,0.853124,0.50758,0.853124,0.49242,0.636478,0.839486,1.016245,0.372222
5101,57884,9969,56157,11841,0.825863,0.853079,0.507572,0.853079,0.492428,0.636459,0.839456,1.016228,0.372234
5102,57884,9969,56156,11842,0.825848,0.853079,0.507576,0.853079,0.492424,0.636462,0.839449,1.016237,0.372236
5103,57883,9970,56156,11842,0.825848,0.853065,0.507572,0.853065,0.492428,0.636455,0.839442,1.016229,0.372277
5104,57882,9971,56156,11842,0.825848,0.85305,0.507568,0.85305,0.492432,0.636447,0.839434,1.01622,0.372281
5105,57882,9971,56155,11843,0.825833,0.85305,0.507572,0.85305,0.492428,0.636451,0.839427,1.016229,0.372308
5106,57882,9971,56154,11844,0.825818,0.85305,0.507577,0.85305,0.492423,0.636454,0.83942,1.016238,0.372308
5107,57881,9972,56154,11844,0.825818,0.853035,0.507572,0.853035,0.492428,0.636447,0.839412,1.016229,0.372356
5108,57880,9973,56154,11844,0.825818,0.853021,0.507568,0.853021,0.492432,0.636439,0.839405,1.01622,0.372381
5109,57880,9973,56153,11845,0.825804,0.853021,0.507572,0.853021,0.492428,0.636443,0.839398,1.016229,0.37239
5110,57879,9974,56153,11845,0.825804,0.853006,0.507568,0.853006,0.492432,0.636435,0.83939,1.016221,0.3724
5111,57878,9975,56153,11845,0.825804,0.852991,0.507564,0.852991,0.492436,0.636428,0.839383,1.016212,0.372408
5112,57877,9976,56153,11845,0.825804,0.852976,0.507559,0.852976,0.492441,0.63642,0.839375,1.016203,0.372418
5113,57876,9977,56153,11845,0.825804,0.852962,0.507555,0.852962,0.492445,0.636413,0.839368,1.016195,0.3725
5114,57867,9986,56146,11852,0.825701,0.852829,0.507547,0.852829,0.492453,0.63637,0.83925,1.016179,0.372522
5115,57867,9986,56145,11853,0.825686,0.852829,0.507552,0.852829,0.492448,0.636373,0.839243,1.016188,0.372538
5116,57867,9986,56144,11854,0.825671,0.852829,0.507556,0.852829,0.492444,0.636377,0.839236,1.016197,0.372545
5117,57866,9987,56144,11854,0.825671,0.852814,0.507552,0.852814,0.492448,0.636369,0.839228,1.016189,0.37256
5118,57865,9988,56144,11854,0.825671,0.852799,0.507548,0.852799,0.492452,0.636362,0.839221,1.01618,0.372571
5119,57865,9988,56143,11855,0.825657,0.852799,0.507552,0.852799,0.492448,0.636365,0.839214,1.016189,0.372589
5120,57865,9988,56142,11856,0.825642,0.852799,0.507557,0.852799,0.492443,0.636369,0.839206,1.016198,0.372593
5121,57865,9988,56141,11857,0.825627,0.852799,0.507561,0.852799,0.492439,0.636372,0.839199,1.016207,0.372599
5122,57864,9989,56141,11857,0.825627,0.852785,0.507557,0.852785,0.492443,0.636365,0.839191,1.016198,0.372613
5123,57864,9989,56140,11858,0.825613,0.852785,0.507561,0.852785,0.492439,0.636368,0.839184,1.016207,0.372619
5124,57864,9989,56139,11859,0.825598,0.852785,0.507566,0.852785,0.492434,0.636372,0.839177,1.016216,0.37263
5125,57864,9989,56138,11860,0.825583,0.852785,0.50757,0.852785,0.49243,0.636375,0.839169,1.016225,0.372632
5126,57862,9991,56138,11860,0.825583,0.852755,0.507561,0.852755,0.492439,0.63636,0.839155,1.016207,0.372647
5127,57862,9991,56137,11861,0.825568,0.852755,0.507566,0.852755,0.492434,0.636364,0.839147,1.016216,0.372667
5128,57861,9992,56137,11861,0.825568,0.85274,0.507562,0.85274,0.492438,0.636356,0.83914,1.016208,0.372683
5129,57860,9993,56137,11861,0.825568,0.852726,0.507557,0.852726,0.492443,0.636349,0.839133,1.016199,0.372727
5130,57857,9996,56137,11861,0.825568,0.852682,0.507544,0.852682,0.492456,0.636326,0.83911,1.016173,0.372745
5131,57857,9996,56136,11862,0.825554,0.852682,0.507549,0.852682,0.492451,0.63633,0.839103,1.016182,0.372771
5132,57856,9997,56136,11862,0.825554,0.852667,0.507544,0.852667,0.492456,0.636322,0.839096,1.016173,0.372774
5133,57856,9997,56135,11863,0.825539,0.852667,0.507549,0.852667,0.492451,0.636326,0.839088,1.016182,0.372791
5134,57855,9998,56135,11863,0.825539,0.852652,0.507545,0.852652,0.492455,0.636318,0.839081,1.016174,0.372807
5135,57854,9999,56135,11863,0.825539,0.852637,0.50754,0.852637,0.49246,0.636311,0.839074,1.016165,0.372827
5136,57854,9999,56134,11864,0.825524,0.852637,0.507545,0.852637,0.492455,0.636314,0.839066,1.016174,0.372857
5137,57853,10000,56132,11866,0.825495,0.852623,0.507549,0.852623,0.492451,0.636314,0.839044,1.016183,0.372857
5138,57852,10001,56132,11866,0.825495,0.852608,0.507545,0.852608,0.492455,0.636306,0.839037,1.016174,0.372858
5139,57852,10001,56131,11867,0.82548,0.852608,0.507549,0.852608,0.492451,0.63631,0.83903,1.016183,0.372887
5140,57851,10002,56131,11867,0.82548,0.852593,0.507545,0.852593,0.492455,0.636302,0.839022,1.016175,0.372914
5141,57850,10003,56131,11867,0.82548,0.852578,0.507541,0.852578,0.492459,0.636295,0.839015,1.016166,0.372941
5142,57850,10003,56128,11870,0.825436,0.852578,0.507554,0.852578,0.492446,0.636305,0.838993,1.016193,0.372966
5143,57850,10003,56127,11871,0.825421,0.852578,0.507559,0.852578,0.492441,0.636309,0.838985,1.016202,0.372969
5144,57850,10003,56126,11872,0.825407,0.852578,0.507563,0.852578,0.492437,0.636312,0.838978,1.016211,0.372973
5145,57850,10003,56125,11873,0.825392,0.852578,0.507567,0.852578,0.492433,0.636316,0.838971,1.01622,0.373
5146,57849,10004,56121,11877,0.825333,0.852564,0.507581,0.852564,0.492419,0.636322,0.838934,1.016247,0.373077
5147,57848,10005,56121,11877,0.825333,0.852549,0.507577,0.852549,0.492423,0.636315,0.838926,1.016238,0.373111
5148,57848,10005,56120,11878,0.825318,0.852549,0.507581,0.852549,0.492419,0.636318,0.838919,1.016247,0.373143
5149,57847,10006,56120,11878,0.825318,0.852534,0.507577,0.852534,0.492423,0.636311,0.838912,1.016238,0.373182
5150,57847,10006,56119,11879,0.825304,0.852534,0.507581,0.852534,0.492419,0.636314,0.838904,1.016247,0.373193
5151,57847,10006,56118,11880,0.825289,0.852534,0.507586,0.852534,0.492414,0.636318,0.838897,1.016256,0.37321
5152,57846,10007,56118,11880,0.825289,0.852519,0.507581,0.852519,0.492419,0.63631,0.83889,1.016247,0.373234
5153,57846,10007,56117,11881,0.825274,0.852519,0.507586,0.852519,0.492414,0.636314,0.838882,1.016256,0.373273
5154,57845,10008,56117,11881,0.825274,0.852505,0.507581,0.852505,0.492419,0.636306,0.838875,1.016248,0.373314
5155,57845,10008,56116,11882,0.82526,0.852505,0.507586,0.852505,0.492414,0.63631,0.838868,1.016257,0.373333
5156,57814,10039,56085,11913,0.824804,0.852048,0.50759,0.852048,0.49241,0.636186,0.838411,1.016265,0.373333
5157,57797,10056,56067,11931,0.824539,0.851797,0.507597,0.851797,0.492403,0.636121,0.838154,1.016278,0.37338
5158,57797,10056,56066,11932,0.824524,0.851797,0.507601,0.851797,0.492399,0.636125,0.838146,1.016287,0.373382
5159,57796,10057,56066,11932,0.824524,0.851783,0.507597,0.851783,0.492403,0.636117,0.838139,1.016279,0.373395
5160,57796,10057,56065,11933,0.82451,0.851783,0.507601,0.851783,0.492399,0.63612,0.838131,1.016287,0.373442
5161,57796,10057,56064,11934,0.824495,0.851783,0.507606,0.851783,0.492394,0.636124,0.838124,1.016296,0.373456
5162,57795,10058,56064,11934,0.824495,0.851768,0.507602,0.851768,0.492398,0.636116,0.838117,1.016288,0.373474
5163,57795,10058,56063,11935,0.82448,0.851768,0.507606,0.851768,0.492394,0.63612,0.838109,1.016297,0.373524
5164,57795,10058,56061,11937,0.824451,0.851768,0.507615,0.851768,0.492385,0.636127,0.838095,1.016315,0.373541
5165,57795,10058,56060,11938,0.824436,0.851768,0.507619,0.851768,0.492381,0.63613,0.838087,1.016323,0.373563
5166,57794,10059,56060,11938,0.824436,0.851753,0.507615,0.851753,0.492385,0.636123,0.83808,1.016315,0.37359
5167,57794,10059,56059,11939,0.824421,0.851753,0.507619,0.851753,0.492381,0.636126,0.838073,1.016324,0.3736
5168,57793,10060,56058,11940,0.824407,0.851738,0.50762,0.851738,0.49238,0.636122,0.838058,1.016324,0.373617
5169,57792,10061,56058,11940,0.824407,0.851724,0.507615,0.851724,0.492385,0.636115,0.838051,1.016315,0.373627
5170,57791,10062,56058,11940,0.824407,0.851709,0.507611,0.851709,0.492389,0.636107,0.838043,1.016307,0.373636
5171,57790,10063,56058,11940,0.824407,0.851694,0.507607,0.851694,0.492393,0.6361,0.838036,1.016298,0.373643
5172,57790,10063,56057,11941,0.824392,0.851694,0.507611,0.851694,0.492389,0.636103,0.838028,1.016307,0.373646
5173,57790,10063,56056,11942,0.824377,0.851694,0.507616,0.851694,0.492384,0.636107,0.838021,1.016316,0.373684
5174,57790,10063,56055,11943,0.824362,0.851694,0.50762,0.851694,0.49238,0.63611,0.838014,1.016325,0.373688
5175,57790,10063,56054,11944,0.824348,0.851694,0.507624,0.851694,0.492376,0.636114,0.838006,1.016334,0.3737
5176,57790,10063,56053,11945,0.824333,0.851694,0.507629,0.851694,0.492371,0.636117,0.837999,1.016343,0.373714
5177,57789,10064,56052,11946,0.824318,0.851679,0.507629,0.851679,0.492371,0.636113,0.837984,1.016343,0.373721
5178,57788,10065,56052,11946,0.824318,0.851665,0.507625,0.851665,0.492375,0.636106,0.837977,1.016334,0.373743
5179,57788,10065,56051,11947,0.824304,0.851665,0.507629,0.851665,0.492371,0.636109,0.83797,1.016343,0.37375
5180,57788,10065,56050,11948,0.824289,0.851665,0.507634,0.851665,0.492366,0.636113,0.837962,1.016352,0.373766
5181,57788,10065,56049,11949,0.824274,0.851665,0.507638,0.851665,0.492362,0.636116,0.837955,1.016361,0.373782
5182,57788,10065,56048,11950,0.82426,0.851665,0.507643,0.851665,0.492357,0.63612,0.837947,1.01637,0.373808
5183,57787,10066,56048,11950,0.82426,0.85165,0.507638,0.85165,0.492362,0.636112,0.83794,1.016361,0.37381
5184,57785,10068,56048,11950,0.82426,0.85162,0.50763,0.85162,0.49237,0.636097,0.837925,1.016344,0.37382
5185,57785,10068,56047,11951,0.824245,0.85162,0.507634,0.85162,0.492366,0.636101,0.837918,1.016353,0.37383
