@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
1363,2520,65333,522,67476,0.007677,0.037139,0.828402,0.037139,0.171598,0.071091,0.022392,1.658575,0.861538
1364,2496,65357,516,67482,0.007588,0.036785,0.828685,0.036785,0.171315,0.070444,0.022171,1.659141,0.862069
1365,2486,65367,510,67488,0.0075,0.036638,0.829773,0.036638,0.170227,0.070177,0.022054,1.661319,0.862745
1366,2470,65383,507,67491,0.007456,0.036402,0.829694,0.036402,0.170306,0.069744,0.021914,1.661162,0.863636
1367,2400,65453,491,67507,0.007221,0.035371,0.830163,0.035371,0.169837,0.06785,0.021281,1.662099,0.864865
1368,2387,65466,486,67512,0.007147,0.035179,0.830839,0.035179,0.169161,0.0675,0.021148,1.663453,0.866667
1369,2305,65548,464,67534,0.006824,0.03397,0.83243,0.03397,0.16757,0.065277,0.020383,1.66664,0.867647
1370,2248,65605,442,67556,0.0065,0.03313,0.835688,0.03313,0.164312,0.063734,0.019801,1.673161,0.868852
1371,2231,65622,435,67563,0.006397,0.03288,0.836834,0.03288,0.163166,0.063274,0.019624,1.675457,0.869048
1372,2194,65659,421,67577,0.006191,0.032335,0.839006,0.032335,0.160994,0.062269,0.019249,1.679804,0.869565
1373,2189,65664,419,67579,0.006162,0.032261,0.83934,0.032261,0.16066,0.062134,0.019198,1.680475,0.87037
1374,2166,65687,411,67587,0.006044,0.031922,0.840512,0.031922,0.159488,0.061508,0.018969,1.682821,0.870968
1375,2122,65731,403,67595,0.005927,0.031273,0.840396,0.031273,0.159604,0.060303,0.018587,1.682588,0.87234
1376,2103,65750,399,67599,0.005868,0.030993,0.840528,0.030993,0.159472,0.059783,0.018417,1.682851,0.872727
1377,2069,65784,388,67610,0.005706,0.030492,0.842084,0.030492,0.157916,0.058854,0.018086,1.685967,0.875
1378,1968,65885,343,67655,0.005044,0.029004,0.851579,0.029004,0.148421,0.056097,0.017011,1.704979,0.876712
1379,1937,65916,337,67661,0.004956,0.028547,0.851803,0.028547,0.148197,0.055243,0.016739,1.705426,0.877551
1380,1910,65943,333,67665,0.004897,0.028149,0.851538,0.028149,0.148462,0.054497,0.016511,1.704896,0.878049
1381,1877,65976,333,67665,0.004897,0.027663,0.849321,0.027663,0.150679,0.05358,0.016268,1.700458,0.878788
1382,1845,66008,331,67667,0.004868,0.027191,0.847886,0.027191,0.152114,0.052692,0.016018,1.697584,0.87931
1383,1821,66032,328,67670,0.004824,0.026837,0.847371,0.026837,0.152629,0.052027,0.015819,1.696553,0.88
1384,1774,66079,320,67678,0.004706,0.026145,0.847182,0.026145,0.152818,0.050724,0.015414,1.696175,0.880342
1385,1732,66121,314,67684,0.004618,0.025526,0.84653,0.025526,0.15347,0.049557,0.015061,1.694869,0.882353
1386,1731,66122,313,67685,0.004603,0.025511,0.846869,0.025511,0.153131,0.04953,0.015046,1.695548,0.883721
1387,1719,66134,308,67690,0.00453,0.025334,0.848051,0.025334,0.151949,0.049199,0.014921,1.697915,0.884615
1388,1661,66192,290,67708,0.004265,0.024479,0.851358,0.024479,0.148642,0.04759,0.014361,1.704536,0.886792
1389,1643,66210,286,67712,0.004206,0.024214,0.851737,0.024214,0.148263,0.04709,0.014199,1.705293,0.888889
1390,1620,66233,275,67723,0.004044,0.023875,0.854881,0.023875,0.145119,0.046453,0.013949,1.711589,0.891892
1391,1599,66254,269,67729,0.003956,0.023566,0.855996,0.023566,0.144004,0.045869,0.01375,1.713821,0.894737
1392,1580,66273,265,67733,0.003897,0.023286,0.856369,0.023286,0.143631,0.045338,0.013581,1.714567,0.895522
1393,1555,66298,257,67741,0.00378,0.022917,0.858168,0.022917,0.141832,0.044642,0.013338,1.718169,0.895833
1394,1538,66315,257,67741,0.00378,0.022667,0.856825,0.022667,0.143175,0.044165,0.013213,1.71548,0.9
1395,1486,66367,249,67749,0.003662,0.0219,0.856484,0.0219,0.143516,0.042709,0.012771,1.714799,0.901408
1396,1460,66393,241,67757,0.003544,0.021517,0.858319,0.021517,0.141681,0.041982,0.012521,1.718471,0.903226
1397,1428,66425,233,67765,0.003427,0.021045,0.859723,0.021045,0.140277,0.041085,0.012227,1.721283,0.903846
1398,1400,66453,228,67770,0.003353,0.020633,0.859951,0.020633,0.140049,0.040299,0.011984,1.721739,0.90625
1399,1368,66485,224,67774,0.003294,0.020161,0.859296,0.020161,0.140704,0.039398,0.011719,1.720429,0.906977
1400,1347,66506,218,67780,0.003206,0.019852,0.860703,0.019852,0.139297,0.038808,0.01152,1.723245,0.909091
1401,1321,66532,207,67791,0.003044,0.019469,0.864529,0.019469,0.135471,0.03808,0.011248,1.730905,0.911111
1402,1289,66564,200,67798,0.002941,0.018997,0.865682,0.018997,0.134318,0.037178,0.010961,1.733213,0.911765
1403,1232,66621,194,67804,0.002853,0.018157,0.863955,0.018157,0.136045,0.035566,0.010497,1.729756,0.913043
1404,1224,66629,193,67805,0.002838,0.018039,0.863797,0.018039,0.136203,0.03534,0.010431,1.729439,0.916667
1405,1170,66683,181,67817,0.002662,0.017243,0.866025,0.017243,0.133975,0.033813,0.009945,1.733901,0.918367
1406,1155,66698,175,67823,0.002574,0.017022,0.868421,0.017022,0.131579,0.03339,0.00979,1.738698,0.918919
1407,1124,66729,171,67827,0.002515,0.016565,0.867954,0.016565,0.132046,0.03251,0.009533,1.737762,0.92
1408,1073,66780,169,67829,0.002485,0.015814,0.863929,0.015814,0.136071,0.031059,0.009142,1.729704,0.921053
1409,1043,66810,167,67831,0.002456,0.015371,0.861983,0.015371,0.138017,0.030204,0.008907,1.725809,0.923077
1410,1021,66832,162,67836,0.002382,0.015047,0.86306,0.015047,0.13694,0.029579,0.008708,1.727964,0.925
1411,1003,66850,150,67848,0.002206,0.014782,0.869905,0.014782,0.130095,0.02907,0.008487,1.741668,0.930233
1412,953,66900,146,67852,0.002147,0.014045,0.867152,0.014045,0.132848,0.027642,0.00809,1.736157,0.934066
1413,913,66940,142,67856,0.002088,0.013456,0.865403,0.013456,0.134597,0.026499,0.007766,1.732655,0.935484
1414,859,66994,130,67868,0.001912,0.01266,0.868554,0.01266,0.131446,0.024956,0.00728,1.738964,0.9375
1415,844,67009,127,67871,0.001868,0.012439,0.869207,0.012439,0.130793,0.024526,0.007148,1.740271,0.938272
1416,810,67043,122,67876,0.001794,0.011938,0.869099,0.011938,0.130901,0.023552,0.00686,1.740055,0.94
1417,770,67083,113,67885,0.001662,0.011348,0.872027,0.011348,0.127973,0.022405,0.0065,1.745918,0.945455
1418,747,67106,111,67887,0.001632,0.011009,0.870629,0.011009,0.129371,0.021743,0.006316,1.743119,0.948718
1419,703,67150,102,67896,0.0015,0.010361,0.873292,0.010361,0.126708,0.020478,0.005926,1.74845,0.95
1420,696,67157,94,67904,0.001382,0.010257,0.881013,0.010257,0.118987,0.020279,0.005815,1.763908,0.953488
1421,677,67176,91,67907,0.001338,0.009977,0.88151,0.009977,0.11849,0.019732,0.005653,1.764905,0.953846
1422,649,67204,84,67914,0.001235,0.009565,0.885402,0.009565,0.114598,0.018925,0.005396,1.772697,0.955556
1423,627,67226,81,67917,0.001191,0.009241,0.885593,0.009241,0.114407,0.01829,0.005212,1.773079,0.956522
1424,585,67268,75,67923,0.001103,0.008622,0.886364,0.008622,0.113636,0.017077,0.004858,1.774621,0.961538
1425,575,67278,71,67927,0.001044,0.008474,0.890093,0.008474,0.109907,0.016789,0.004755,1.782088,0.964286
1426,544,67309,68,67930,0.001,0.008017,0.888889,0.008017,0.111111,0.015891,0.004505,1.779677,0.968254
1427,510,67343,65,67933,0.000956,0.007516,0.886957,0.007516,0.113043,0.014906,0.004233,1.775808,0.970588
1428,498,67355,61,67937,0.000897,0.007339,0.890877,0.007339,0.109123,0.014559,0.004115,1.783657,0.975
1429,482,67371,57,67941,0.000838,0.007104,0.894249,0.007104,0.105751,0.014095,0.003968,1.790408,0.978723
1430,463,67390,53,67945,0.000779,0.006824,0.897287,0.006824,0.102713,0.013544,0.003798,1.796491,1
1431,0,67853,0,67998,0,0,?,0,?,?,0,?,1.00001
