@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
975,27074,40779,13811,54187,0.203109,0.39901,0.662199,0.39901,0.337801,0.497968,0.300955,1.325813,0.612903
976,27023,40830,13752,54246,0.202241,0.398258,0.662735,0.398258,0.337265,0.497533,0.300145,1.326885,0.613636
977,26986,40867,13711,54287,0.201638,0.397713,0.663096,0.397713,0.336904,0.497209,0.299571,1.327608,0.613793
978,26950,40903,13692,54306,0.201359,0.397182,0.663107,0.397182,0.336893,0.496797,0.299166,1.327631,0.613861
979,26941,40912,13690,54308,0.201329,0.39705,0.663065,0.39705,0.336935,0.496682,0.299085,1.327547,0.614035
980,26921,40932,13672,54326,0.201065,0.396755,0.663193,0.396755,0.336807,0.496487,0.298805,1.327804,0.615023
981,26694,41159,13508,54490,0.198653,0.393409,0.663997,0.393409,0.336003,0.494082,0.295927,1.329413,0.615385
982,26550,41303,13385,54613,0.196844,0.391287,0.66483,0.391287,0.33517,0.492634,0.293962,1.331081,0.616633
983,26515,41338,13357,54641,0.196432,0.390771,0.665003,0.390771,0.334997,0.492272,0.293498,1.331427,0.616667
984,26497,41356,13345,54653,0.196256,0.390506,0.665052,0.390506,0.334948,0.492075,0.293277,1.331525,0.617021
985,26424,41429,13311,54687,0.195756,0.38943,0.665006,0.38943,0.334994,0.491207,0.29249,1.331432,0.617647
986,26365,41488,13256,54742,0.194947,0.388561,0.66543,0.388561,0.33457,0.49063,0.29165,1.332282,0.61809
987,26298,41555,13212,54786,0.1943,0.387573,0.665604,0.387573,0.334396,0.489889,0.290833,1.33263,0.618182
988,26256,41597,13173,54825,0.193726,0.386954,0.665906,0.386954,0.334094,0.489476,0.290237,1.333235,0.619048
989,26221,41632,13148,54850,0.193359,0.386438,0.666032,0.386438,0.333968,0.489097,0.289795,1.333487,0.619343
990,26112,41741,13083,54915,0.192403,0.384832,0.666207,0.384832,0.333793,0.487856,0.288515,1.333839,0.619565
991,25990,41863,12998,55000,0.191153,0.383034,0.666615,0.383034,0.333385,0.486517,0.286991,1.334655,0.619718
992,25975,41878,12979,55019,0.190873,0.382813,0.666812,0.382813,0.333188,0.486391,0.286741,1.335049,0.619883
993,25931,41922,12939,55059,0.190285,0.382164,0.667121,0.382164,0.332879,0.48595,0.286122,1.335668,0.62069
994,25885,41968,12903,55095,0.189756,0.381486,0.667346,0.381486,0.332654,0.485461,0.285519,1.336117,0.620939
995,25851,42002,12876,55122,0.189359,0.380985,0.667519,0.380985,0.332481,0.4851,0.28507,1.336464,0.621359
996,25810,42043,12845,55153,0.188903,0.380381,0.667701,0.380381,0.332299,0.484658,0.28454,1.33683,0.621622
997,25781,42072,12797,55201,0.188197,0.379954,0.668282,0.379954,0.331718,0.484464,0.283973,1.337993,0.622222
998,25775,42078,12783,55215,0.187991,0.379865,0.668473,0.379865,0.331527,0.484442,0.283826,1.338375,0.622449
999,25748,42105,12765,55233,0.187726,0.379467,0.668553,0.379467,0.331447,0.48414,0.283494,1.338536,0.622642
1000,25732,42121,12763,55235,0.187697,0.379232,0.66845,0.379232,0.33155,0.483921,0.283362,1.338329,0.622857
1001,25695,42158,12730,55268,0.187211,0.378686,0.668705,0.378686,0.331295,0.483543,0.282847,1.33884,0.622951
1002,25675,42178,12723,55275,0.187108,0.378392,0.668655,0.378392,0.331345,0.48329,0.282648,1.338738,0.624254
1003,25615,42238,12691,55307,0.186638,0.377507,0.668694,0.377507,0.331306,0.482578,0.281971,1.338817,0.625
1004,25596,42257,12674,55324,0.186388,0.377227,0.668827,0.377227,0.331173,0.482384,0.281706,1.339083,0.625
1005,25481,42372,12575,55423,0.184932,0.375532,0.669566,0.375532,0.330434,0.481187,0.28013,1.340563,0.626866
1006,25457,42396,12555,55443,0.184638,0.375179,0.66971,0.375179,0.33029,0.480933,0.279807,1.34085,0.627451
1007,25420,42433,12522,55476,0.184152,0.374633,0.66997,0.374633,0.33003,0.480552,0.279291,1.341372,0.627907
1008,25412,42441,12513,55485,0.18402,0.374515,0.670059,0.374515,0.329941,0.480478,0.279166,1.341551,0.628099
1009,25378,42475,12483,55515,0.183579,0.374014,0.670294,0.374014,0.329706,0.480126,0.278695,1.34202,0.628319
1010,25375,42478,12467,55531,0.183344,0.37397,0.670551,0.37397,0.329449,0.480155,0.278555,1.342535,0.628571
1011,25305,42548,12405,55593,0.182432,0.372939,0.671042,0.372939,0.328958,0.479429,0.277584,1.343518,0.629032
1012,25292,42561,12389,55609,0.182197,0.372747,0.671214,0.372747,0.328786,0.479315,0.27737,1.343862,0.62931
1013,25223,42630,12345,55653,0.181549,0.37173,0.671396,0.37173,0.328604,0.478519,0.276538,1.344226,0.629412
1014,25210,42643,12333,55665,0.181373,0.371538,0.671497,0.371538,0.328503,0.478386,0.276354,1.344428,0.62963
1015,25170,42683,12292,55706,0.18077,0.370949,0.671881,0.370949,0.328119,0.477995,0.275758,1.345197,0.630435
1016,25112,42741,12238,55760,0.179976,0.370094,0.672343,0.370094,0.327657,0.477401,0.274934,1.346122,0.630769
1017,25091,42762,12224,55774,0.17977,0.369785,0.672411,0.369785,0.327589,0.47716,0.274676,1.346258,0.631148
1018,25079,42774,12213,55785,0.179608,0.369608,0.672503,0.369608,0.327497,0.477036,0.274507,1.346444,0.631579
1019,24981,42872,12141,55857,0.178549,0.368164,0.672943,0.368164,0.327057,0.475942,0.273255,1.347325,0.632353
1020,24938,42915,12126,55872,0.178329,0.36753,0.672836,0.36753,0.327164,0.475385,0.272828,1.34711,0.632653
1021,24919,42934,12114,55884,0.178152,0.36725,0.672886,0.36725,0.327114,0.475164,0.2726,1.347211,0.632911
1022,24913,42940,12093,55905,0.177843,0.367161,0.673215,0.367161,0.326785,0.475171,0.272401,1.347869,0.633333
1023,24789,43064,12003,55995,0.17652,0.365334,0.673761,0.365334,0.326239,0.473773,0.270826,1.348961,0.633803
1024,24772,43081,11993,56005,0.176373,0.365083,0.673793,0.365083,0.326207,0.473571,0.270627,1.349026,0.634146
1025,24699,43154,11952,56046,0.17577,0.364007,0.673897,0.364007,0.326103,0.47269,0.269788,1.349234,0.634796
1026,24325,43528,11688,56310,0.171887,0.358496,0.675451,0.358496,0.324549,0.468392,0.265092,1.352344,0.636364
1027,24101,43752,11486,56512,0.168917,0.355194,0.677242,0.355194,0.322758,0.46599,0.261956,1.355931,0.63662
1028,24032,43821,11429,56569,0.168078,0.354177,0.677702,0.354177,0.322298,0.465223,0.261029,1.356853,0.637931
1029,24002,43851,11392,56606,0.167534,0.353735,0.678138,0.353735,0.321862,0.464943,0.260535,1.357724,0.638298
1030,23987,43866,11379,56619,0.167343,0.353514,0.67825,0.353514,0.32175,0.464779,0.260329,1.35795,0.638889
1031,23946,43907,11356,56642,0.167005,0.35291,0.678319,0.35291,0.321681,0.464272,0.259858,1.358087,0.63964
1032,23913,43940,11336,56662,0.166711,0.352424,0.678402,0.352424,0.321598,0.463871,0.259468,1.358254,0.64
1033,23880,43973,11322,56676,0.166505,0.351937,0.678371,0.351937,0.321629,0.463442,0.259122,1.358191,0.640351
1034,23842,44011,11299,56699,0.166167,0.351377,0.678467,0.351377,0.321533,0.462978,0.258673,1.358383,0.640684
1035,23727,44126,11235,56763,0.165225,0.349682,0.678651,0.349682,0.321349,0.461547,0.257355,1.358752,0.641026
1036,23692,44161,11212,56786,0.164887,0.349167,0.678776,0.349167,0.321224,0.461127,0.256929,1.359003,0.641304
1037,23638,44215,11163,56835,0.164167,0.348371,0.679233,0.348371,0.320767,0.460537,0.25617,1.359918,0.641509
1038,23620,44233,11152,56846,0.164005,0.348105,0.679282,0.348105,0.320718,0.460317,0.255957,1.360016,0.641975
1039,23592,44261,11136,56862,0.16377,0.347693,0.679337,0.347693,0.320663,0.459968,0.255633,1.360125,0.642857
1040,23521,44332,11088,56910,0.163064,0.346646,0.679621,0.346646,0.320379,0.459117,0.254757,1.360694,0.643777
1041,23441,44412,11051,56947,0.162519,0.345467,0.679607,0.345467,0.320393,0.458078,0.253896,1.360666,0.643785
1042,23387,44466,11020,56978,0.162064,0.344672,0.679716,0.344672,0.320284,0.457403,0.25327,1.360885,0.643836
1043,23331,44522,10987,57011,0.161578,0.343846,0.679847,0.343846,0.320153,0.456705,0.252615,1.361147,0.644068
1044,23307,44546,10978,57020,0.161446,0.343493,0.679802,0.343493,0.320198,0.456383,0.252372,1.361056,0.644444
1045,23254,44599,10946,57052,0.160975,0.342711,0.679942,0.342711,0.320058,0.455724,0.251746,1.361336,0.645161
1046,23234,44619,10940,57058,0.160887,0.342417,0.679874,0.342417,0.320126,0.455448,0.251555,1.3612,0.645503
1047,23171,44682,10902,57096,0.160328,0.341488,0.68004,0.341488,0.31996,0.454663,0.250812,1.361533,0.645833
1048,23152,44701,10888,57110,0.160122,0.341208,0.680141,0.341208,0.319859,0.454437,0.250569,1.361735,0.646154
1049,23134,44719,10871,57127,0.159872,0.340943,0.680312,0.340943,0.319688,0.45424,0.250311,1.362077,0.647059
1050,23069,44784,10795,57203,0.158755,0.339985,0.681225,0.339985,0.318775,0.453592,0.249273,1.363906,0.648649
1051,22987,44866,10746,57252,0.158034,0.338776,0.68144,0.338776,0.31856,0.452562,0.248309,1.364335,0.649351
1052,22922,44931,10715,57283,0.157578,0.337819,0.681452,0.337819,0.318548,0.45171,0.247602,1.36436,0.650794
1053,22903,44950,10707,57291,0.157461,0.337539,0.681434,0.337539,0.318566,0.451455,0.247403,1.364324,0.651786
1054,22893,44960,10695,57303,0.157284,0.337391,0.681583,0.337391,0.318417,0.451356,0.247241,1.364622,0.651786
1055,22861,44992,10684,57314,0.157122,0.33692,0.681502,0.33692,0.318498,0.450916,0.246925,1.364461,0.652235
1056,22787,45066,10632,57366,0.156358,0.335829,0.681858,0.335829,0.318142,0.450016,0.245997,1.365172,0.652778
1057,22764,45089,10613,57385,0.156078,0.33549,0.682027,0.33549,0.317973,0.449748,0.245688,1.365511,0.652893
1058,22739,45114,10589,57409,0.155725,0.335122,0.682279,0.335122,0.317721,0.449472,0.245328,1.366016,0.653061
1059,22684,45169,10547,57451,0.155108,0.334311,0.682616,0.334311,0.317384,0.448815,0.244614,1.36669,0.653846
1060,22663,45190,10520,57478,0.15471,0.334001,0.68297,0.334001,0.31703,0.448612,0.24426,1.3674,0.654545
1061,22646,45207,10515,57483,0.154637,0.333751,0.682911,0.333751,0.317089,0.448373,0.244098,1.367281,0.654804
1062,22556,45297,10457,57541,0.153784,0.332425,0.683246,0.332425,0.316754,0.447247,0.243009,1.367952,0.654867
1063,22518,45335,10429,57569,0.153372,0.331864,0.683461,0.331864,0.316539,0.446786,0.242523,1.368383,0.655052
1064,22481,45372,10417,57581,0.153196,0.331319,0.683355,0.331319,0.316645,0.446269,0.242162,1.36817,0.655172
1065,22415,45438,10365,57633,0.152431,0.330346,0.683801,0.330346,0.316199,0.44548,0.241294,1.369063,0.655556
1066,22388,45465,10346,57652,0.152152,0.329949,0.683937,0.329949,0.316063,0.445147,0.240955,1.369336,0.65625
1067,22325,45528,10311,57687,0.151637,0.32902,0.684061,0.32902,0.315939,0.444327,0.240234,1.369583,0.656891
1068,22224,45629,10258,57740,0.150857,0.327532,0.684194,0.327532,0.315806,0.442996,0.2391,1.369851,0.657143
1069,22175,45678,10224,57774,0.150357,0.326809,0.684435,0.326809,0.315565,0.442385,0.238489,1.370332,0.657505
1070,22121,45732,10183,57815,0.149754,0.326014,0.684776,0.326014,0.315224,0.441726,0.23779,1.371015,0.657594
1071,21865,45988,10033,57965,0.147548,0.322241,0.685466,0.322241,0.314534,0.438392,0.234801,1.372397,0.657795
1072,21806,46047,9993,58005,0.14696,0.321371,0.685745,0.321371,0.314255,0.437643,0.234073,1.372955,0.657895
1073,21778,46075,9980,58018,0.146769,0.320959,0.685748,0.320959,0.314252,0.437261,0.233771,1.372962,0.65812
1074,21743,46110,9948,58050,0.146298,0.320443,0.686094,0.320443,0.313906,0.436852,0.233278,1.373654,0.658537
1075,21711,46142,9926,58072,0.145975,0.319971,0.686253,0.319971,0.313747,0.436446,0.23288,1.373973,0.658683
1076,21695,46158,9916,58082,0.145828,0.319735,0.686312,0.319735,0.313688,0.436238,0.232689,1.37409,0.658824
1077,21642,46211,9887,58111,0.145401,0.318954,0.686416,0.318954,0.313584,0.435532,0.232085,1.374298,0.659091
1078,21615,46238,9869,58129,0.145137,0.318556,0.686539,0.318556,0.313461,0.435185,0.231754,1.374546,0.659341
1079,21582,46271,9853,58145,0.144901,0.31807,0.68656,0.31807,0.31344,0.434735,0.231393,1.374586,0.659532
1080,21364,46489,9736,58262,0.143181,0.314857,0.686945,0.314857,0.313055,0.431801,0.228927,1.375359,0.659574
1081,21355,46498,9727,58271,0.143048,0.314724,0.687054,0.314724,0.312946,0.431698,0.228795,1.375575,0.659615
1082,21261,46592,9652,58346,0.141945,0.313339,0.687769,0.313339,0.312231,0.430533,0.227551,1.377008,0.66
1083,21237,46616,9633,58365,0.141666,0.312985,0.687949,0.312985,0.312051,0.430234,0.227234,1.377369,0.660714
1084,21205,46648,9600,58398,0.141181,0.312514,0.688362,0.312514,0.311638,0.429869,0.226756,1.378196,0.661538
1085,21183,46670,9587,58411,0.140989,0.31219,0.68843,0.31219,0.31157,0.429575,0.226498,1.378332,0.661765
1086,21165,46688,9575,58423,0.140813,0.311924,0.688517,0.311924,0.311483,0.429341,0.226277,1.378505,0.661871
1087,21122,46731,9552,58446,0.140475,0.311291,0.688596,0.311291,0.311404,0.428756,0.225791,1.378664,0.662304
1088,21097,46756,9529,58469,0.140136,0.310922,0.688859,0.310922,0.311141,0.428457,0.225438,1.37919,0.6625
1089,21076,46777,9513,58485,0.139901,0.310613,0.689006,0.310613,0.310994,0.428191,0.225166,1.379484,0.662921
1090,21060,46793,9495,58503,0.139636,0.310377,0.689249,0.310377,0.310751,0.428014,0.224916,1.379971,0.663265
1091,21000,46853,9456,58542,0.139063,0.309493,0.689519,0.309493,0.310481,0.427224,0.224187,1.380512,0.663793
1092,20991,46862,9444,58554,0.138886,0.30936,0.689699,0.30936,0.310301,0.427133,0.224032,1.380873,0.664122
1093,20958,46895,9408,58590,0.138357,0.308874,0.69018,0.308874,0.30982,0.426761,0.223524,1.381835,0.664234
1094,20915,46938,9368,58630,0.137769,0.30824,0.690652,0.30824,0.309348,0.426245,0.222913,1.382779,0.665385
1095,20883,46970,9352,58646,0.137533,0.307768,0.69069,0.307768,0.30931,0.425801,0.22256,1.382855,0.666096
1096,20808,47045,9317,58681,0.137019,0.306663,0.690722,0.306663,0.309278,0.424748,0.22175,1.38292,0.666667
1097,20255,47598,8912,59086,0.131063,0.298513,0.694449,0.298513,0.305551,0.417543,0.214698,1.390382,0.66724
1098,20164,47689,8842,59156,0.130033,0.297172,0.695167,0.297172,0.304833,0.416358,0.213513,1.391819,0.669421
1099,20120,47733,8817,59181,0.129666,0.296523,0.695304,0.296523,0.304696,0.415745,0.213005,1.392093,0.669492
1100,20093,47760,8798,59200,0.129386,0.296125,0.695476,0.296125,0.304524,0.415385,0.212667,1.392438,0.669492
1101,20042,47811,8762,59236,0.128857,0.295374,0.695806,0.295374,0.304194,0.414704,0.212026,1.393099,0.67
1102,20014,47839,8745,59253,0.128607,0.294961,0.695921,0.294961,0.304079,0.414317,0.211695,1.39333,0.670588
1103,19986,47867,8733,59265,0.12843,0.294549,0.695916,0.294549,0.304084,0.413909,0.211401,1.393318,0.670886
1104,19959,47894,8714,59284,0.128151,0.294151,0.69609,0.294151,0.30391,0.413547,0.211062,1.393668,0.671233
1105,19895,47958,8683,59315,0.127695,0.293207,0.696165,0.293207,0.303835,0.412627,0.210363,1.393817,0.671429
1106,19849,48004,8654,59344,0.127268,0.292529,0.696383,0.292529,0.303617,0.411993,0.209811,1.394254,0.672414
1107,19833,48020,8649,59349,0.127195,0.292294,0.696335,0.292294,0.303665,0.411751,0.209656,1.394157,0.672828
1108,19780,48073,8608,59390,0.126592,0.291513,0.696773,0.291513,0.303227,0.411051,0.208964,1.395036,0.673077
1109,19755,48098,8595,59403,0.126401,0.291144,0.696825,0.291144,0.303175,0.410694,0.208685,1.39514,0.673469
1110,19731,48122,8572,59426,0.126063,0.29079,0.697135,0.29079,0.302865,0.410396,0.208339,1.395759,0.673913
1111,19661,48192,8523,59475,0.125342,0.289759,0.697594,0.289759,0.302406,0.409446,0.207463,1.396679,0.674419
1112,19612,48241,8474,59524,0.124621,0.289037,0.698284,0.289037,0.301716,0.408843,0.206741,1.39806,0.674699
1113,19583,48270,8456,59542,0.124357,0.288609,0.69842,0.288609,0.30158,0.408439,0.206395,1.398333,0.675
1114,19574,48279,8448,59550,0.124239,0.288477,0.698523,0.288477,0.301477,0.408323,0.20627,1.398538,0.675325
1115,19549,48304,8423,59575,0.123871,0.288108,0.698877,0.288108,0.301123,0.408015,0.205902,1.399248,0.675676
1116,19515,48338,8384,59614,0.123298,0.287607,0.699487,0.287607,0.300513,0.407616,0.205365,1.40047,0.675806
1117,19447,48406,8348,59650,0.122768,0.286605,0.699658,0.286605,0.300342,0.406637,0.204599,1.400812,0.676471
1118,19398,48455,8309,59689,0.122195,0.285883,0.700112,0.285883,0.299888,0.405986,0.203951,1.40172,0.67655
1119,19347,48506,8279,59719,0.121754,0.285131,0.700319,0.285131,0.299681,0.405262,0.203355,1.402134,0.677072
1120,19252,48601,8219,59779,0.120871,0.283731,0.700812,0.283731,0.299188,0.403928,0.202214,1.403121,0.677165
1121,19217,48636,8197,59801,0.120548,0.283215,0.700992,0.283215,0.299008,0.403435,0.201795,1.403482,0.677419
1122,19162,48691,8160,59838,0.120004,0.282405,0.70134,0.282405,0.29866,0.402669,0.201117,1.404178,0.678571
1123,19150,48703,8145,59853,0.119783,0.282228,0.701594,0.282228,0.298406,0.402531,0.200919,1.404687,0.679245
1124,19112,48741,8134,59864,0.119621,0.281668,0.701461,0.281668,0.298539,0.401939,0.200558,1.404421,0.679487
1125,19048,48805,8114,59884,0.119327,0.280725,0.701274,0.280725,0.298726,0.400947,0.19994,1.404046,0.68
1126,18992,48861,8069,59929,0.118665,0.279899,0.701822,0.279899,0.298178,0.400194,0.199196,1.405143,0.680851
1127,18927,48926,8030,59968,0.118092,0.278941,0.702118,0.278941,0.297882,0.399262,0.198431,1.405737,0.681319
1128,18899,48954,8019,59979,0.11793,0.278529,0.702095,0.278529,0.297905,0.398835,0.198144,1.405691,0.681818
1129,18844,49009,7993,60005,0.117548,0.277718,0.702165,0.277718,0.297835,0.398015,0.197547,1.40583,0.682119
1130,18829,49024,7979,60019,0.117342,0.277497,0.702365,0.277497,0.297635,0.39782,0.197334,1.406231,0.682171
1131,18787,49066,7955,60043,0.116989,0.276878,0.702528,0.276878,0.297472,0.397209,0.196848,1.406557,0.682203
1132,18761,49092,7940,60058,0.116768,0.276495,0.702633,0.276495,0.297367,0.396831,0.196546,1.406767,0.682432
1133,18703,49150,7913,60085,0.116371,0.27564,0.702698,0.27564,0.297302,0.395961,0.195921,1.406897,0.682927
1134,18683,49170,7909,60089,0.116312,0.275345,0.70258,0.275345,0.29742,0.395638,0.195744,1.406661,0.683333
1135,18664,49189,7893,60105,0.116077,0.275065,0.70279,0.275065,0.29721,0.395382,0.195486,1.407082,0.683486
1136,18640,49213,7880,60118,0.115886,0.274712,0.702866,0.274712,0.297134,0.395028,0.195214,1.407234,0.683673
1137,18607,49246,7861,60137,0.115606,0.274225,0.703,0.274225,0.297,0.394546,0.194831,1.407502,0.683871
1138,18548,49305,7830,60168,0.11515,0.273356,0.703162,0.273356,0.296838,0.393671,0.194169,1.407826,0.684211
1139,18479,49374,7778,60220,0.114386,0.272339,0.703774,0.272339,0.296226,0.392711,0.193278,1.409052,0.684615
1140,18382,49471,7735,60263,0.113753,0.270909,0.703833,0.270909,0.296167,0.391231,0.192247,1.40917,0.684724
1141,18288,49565,7677,60321,0.1129,0.269524,0.704333,0.269524,0.295667,0.389861,0.191129,1.410171,0.684932
1142,18269,49584,7664,60334,0.112709,0.269244,0.704469,0.269244,0.295531,0.389589,0.190893,1.410444,0.685714
1143,18191,49662,7622,60376,0.112092,0.268094,0.704722,0.268094,0.295278,0.388423,0.19001,1.410951,0.685897
1144,18118,49735,7591,60407,0.111636,0.267018,0.704734,0.267018,0.295266,0.387294,0.189244,1.410973,0.686957
1145,18096,49757,7580,60418,0.111474,0.266694,0.704783,0.266694,0.295217,0.38696,0.189001,1.411071,0.6875
1146,18042,49811,7555,60443,0.111106,0.265898,0.704848,0.265898,0.295152,0.386132,0.18842,1.411203,0.687697
1147,18020,49833,7538,60460,0.110856,0.265574,0.705063,0.265574,0.294937,0.385822,0.188133,1.411633,0.688525
1148,17961,49892,7510,60488,0.110444,0.264705,0.705155,0.264705,0.294845,0.384917,0.187492,1.411817,0.688889
1149,17904,49949,7492,60506,0.11018,0.263865,0.704993,0.263865,0.295007,0.384004,0.18694,1.411492,0.689655
1150,17894,49959,7488,60510,0.110121,0.263717,0.704988,0.263717,0.295012,0.383847,0.186837,1.411482,0.690909
1151,17877,49976,7480,60518,0.110003,0.263467,0.705012,0.263467,0.294988,0.383585,0.186653,1.411531,0.690987
1152,17851,50002,7459,60539,0.109694,0.263083,0.705294,0.263083,0.294706,0.383221,0.186307,1.412096,0.691358
1153,17822,50031,7434,60564,0.109327,0.262656,0.705654,0.262656,0.294346,0.38282,0.18591,1.412816,0.692308
1154,17765,50088,7406,60592,0.108915,0.261816,0.705773,0.261816,0.294227,0.381944,0.185284,1.413053,0.693069
1155,17725,50128,7382,60616,0.108562,0.261226,0.705978,0.261226,0.294022,0.381347,0.184813,1.413465,0.693333
1156,17692,50161,7370,60628,0.108386,0.26074,0.705929,0.26074,0.294071,0.380821,0.184482,1.413367,0.693548
1157,17665,50188,7354,60644,0.10815,0.260342,0.706063,0.260342,0.293937,0.380416,0.184165,1.413636,0.693878
1158,17623,50230,7327,60671,0.107753,0.259723,0.706333,0.259723,0.293667,0.379794,0.183657,1.414175,0.694444
1159,17482,50371,7230,60768,0.106327,0.257645,0.70743,0.257645,0.29257,0.377724,0.181905,1.416371,0.694581
1160,17423,50430,7182,60816,0.105621,0.256776,0.708108,0.256776,0.291892,0.376885,0.181118,1.417729,0.694611
1161,17364,50489,7153,60845,0.105194,0.255906,0.708243,0.255906,0.291757,0.375966,0.18047,1.418,0.694915
1162,17340,50513,7146,60852,0.105091,0.255552,0.70816,0.255552,0.29184,0.375573,0.180242,1.417833,0.695122
1163,17312,50541,7126,60872,0.104797,0.25514,0.708405,0.25514,0.291595,0.375161,0.179888,1.418324,0.695313
1164,17297,50556,7119,60879,0.104694,0.254919,0.708429,0.254919,0.291571,0.374925,0.179726,1.418372,0.695545
1165,17246,50607,7090,60908,0.104268,0.254167,0.708662,0.254167,0.291338,0.374144,0.179137,1.418839,0.695652
1166,17209,50644,7071,60927,0.103988,0.253622,0.708773,0.253622,0.291227,0.373569,0.178725,1.41906,0.696203
1167,17184,50669,7055,60943,0.103753,0.253253,0.70894,0.253253,0.29106,0.373192,0.178423,1.419395,0.696429
1168,17083,50770,6991,61007,0.102812,0.251765,0.709604,0.251765,0.290396,0.371664,0.177209,1.420724,0.696498
1169,17063,50790,6977,61021,0.102606,0.25147,0.709775,0.25147,0.290225,0.371367,0.176959,1.421068,0.696629
1170,17040,50813,6966,61032,0.102444,0.251131,0.709823,0.251131,0.290177,0.371003,0.176708,1.421162,0.696833
1171,16974,50879,6933,61065,0.101959,0.250158,0.710001,0.250158,0.289999,0.369965,0.17598,1.42152,0.69697
1172,16919,50934,6904,61094,0.101532,0.249348,0.710196,0.249348,0.289804,0.369104,0.175361,1.42191,0.69708
1173,16816,51037,6862,61136,0.100915,0.24783,0.710195,0.24783,0.289805,0.367438,0.174294,1.421908,0.697674
1174,16749,51104,6820,61178,0.100297,0.246842,0.710637,0.246842,0.289363,0.366411,0.173492,1.422792,0.698324
1175,16724,51129,6802,61196,0.100032,0.246474,0.710873,0.246474,0.289127,0.366036,0.173175,1.423265,0.698343
1176,16620,51233,6733,61265,0.099018,0.244941,0.711686,0.244941,0.288314,0.36445,0.171902,1.424893,0.698413
1177,16589,51264,6722,61276,0.098856,0.244484,0.711638,0.244484,0.288362,0.363938,0.171592,1.424797,0.698651
1178,16513,51340,6678,61320,0.098209,0.243364,0.712043,0.243364,0.287957,0.362748,0.170709,1.425609,0.698745
1179,16495,51358,6663,61335,0.097988,0.243099,0.712281,0.243099,0.287719,0.362484,0.170466,1.426084,0.698795
1180,16474,51379,6653,61345,0.097841,0.24279,0.712328,0.24279,0.287672,0.362146,0.170238,1.426177,0.699029
1181,16447,51406,6644,61354,0.097709,0.242392,0.712269,0.242392,0.287731,0.361695,0.169973,1.42606,0.7
1182,16312,51541,6550,61448,0.096326,0.240402,0.713498,0.240402,0.286502,0.359632,0.168287,1.428521,0.701493
1183,16299,51554,6535,61463,0.096106,0.24021,0.713804,0.24021,0.286196,0.359456,0.168081,1.429133,0.701657
1184,16023,51830,6411,61587,0.094282,0.236143,0.714228,0.236143,0.285772,0.354935,0.165137,1.429983,0.701754
1185,15951,51902,6384,61614,0.093885,0.235082,0.714171,0.235082,0.285829,0.353728,0.164408,1.429867,0.702128
1186,15934,51919,6378,61620,0.093797,0.234831,0.714145,0.234831,0.285855,0.353441,0.164239,1.429816,0.702381
1187,15896,51957,6363,61635,0.093576,0.234271,0.714138,0.234271,0.285862,0.352805,0.163849,1.429802,0.702479
1188,15859,51994,6341,61657,0.093253,0.233726,0.714369,0.233726,0.285631,0.352215,0.163414,1.430265,0.702539
1189,15560,52293,6182,61816,0.090914,0.229319,0.715666,0.229319,0.284334,0.347341,0.160043,1.43286,0.702703
1190,15536,52317,6165,61833,0.090664,0.228966,0.715912,0.228966,0.284088,0.346964,0.159741,1.433353,0.70283
1191,15450,52403,6133,61865,0.090194,0.227698,0.715841,0.227698,0.284159,0.345498,0.158873,1.433212,0.70339
1192,15413,52440,6099,61899,0.089694,0.227153,0.716484,0.227153,0.283516,0.344945,0.15835,1.434499,0.703422
1193,15228,52625,6020,61978,0.088532,0.224426,0.716679,0.224426,0.283321,0.341814,0.156407,1.43489,0.703704
1194,15223,52630,6014,61984,0.088444,0.224353,0.716815,0.224353,0.283185,0.341744,0.156326,1.435162,0.704508
1195,15154,52699,5978,62020,0.087914,0.223336,0.717111,0.223336,0.282889,0.340597,0.155553,1.435755,0.704545
1196,15129,52724,5965,62033,0.087723,0.222967,0.717218,0.222967,0.282782,0.34018,0.155273,1.435969,0.705455
1197,15099,52754,5942,62056,0.087385,0.222525,0.717599,0.222525,0.282401,0.339708,0.154883,1.436731,0.705882
1198,14951,52902,5839,62159,0.08587,0.220344,0.719144,0.220344,0.280856,0.337331,0.153035,1.439824,0.706522
1199,14851,53002,5805,62193,0.08537,0.21887,0.718968,0.21887,0.281032,0.335582,0.152049,1.439472,0.706667
1200,14829,53024,5788,62210,0.08512,0.218546,0.719261,0.218546,0.280739,0.335232,0.151762,1.440059,0.706977
1201,14810,53043,5779,62219,0.084988,0.218266,0.719316,0.218266,0.280684,0.334909,0.151556,1.440169,0.707317
1202,14756,53097,5741,62257,0.084429,0.21747,0.71991,0.21747,0.28009,0.334035,0.150879,1.441359,0.707692
1203,14742,53111,5725,62273,0.084194,0.217264,0.720281,0.217264,0.279719,0.333832,0.150658,1.442102,0.708333
1204,14706,53147,5700,62298,0.083826,0.216733,0.72067,0.216733,0.27933,0.333246,0.150209,1.442881,0.708861
