@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
30,67592,261,67273,725,0.989338,0.996153,0.501183,0.996153,0.498817,0.666857,0.992742,1.003436,0.243478
31,67580,273,67230,768,0.988706,0.995977,0.501298,0.995977,0.498702,0.66692,0.992337,1.003668,0.245763
32,67554,299,67204,794,0.988323,0.995593,0.501299,0.995593,0.498701,0.666834,0.991954,1.003669,0.25
33,67504,349,67116,882,0.987029,0.994857,0.501441,0.994857,0.498559,0.666795,0.990939,1.003954,0.254545
34,67476,377,67070,928,0.986353,0.994444,0.501509,0.994444,0.498491,0.666762,0.990394,1.004089,0.254717
35,67463,390,67034,964,0.985823,0.994252,0.501595,0.994252,0.498405,0.666795,0.990033,1.004262,0.254902
36,67456,397,67017,981,0.985573,0.994149,0.501632,0.994149,0.498368,0.666805,0.989857,1.004337,0.256757
37,67428,425,66938,1060,0.984411,0.993736,0.501823,0.993736,0.498177,0.666881,0.989069,1.004719,0.257813
38,67382,471,66818,1180,0.982647,0.993059,0.502101,0.993059,0.497899,0.666974,0.987847,1.005276,0.259259
39,67379,474,66803,1195,0.982426,0.993014,0.502146,0.993014,0.497854,0.667003,0.987714,1.005366,0.262295
40,67366,487,66768,1230,0.981911,0.992823,0.502229,0.992823,0.497771,0.667033,0.987361,1.005531,0.263158
41,67326,527,66701,1297,0.980926,0.992233,0.502332,0.992233,0.497668,0.66699,0.986574,1.005737,0.263636
42,67295,558,66662,1336,0.980352,0.991776,0.502363,0.991776,0.497637,0.666914,0.986058,1.005799,0.263889
43,67262,591,66586,1412,0.979235,0.99129,0.502525,0.99129,0.497475,0.666948,0.985256,1.006124,0.266272
44,67232,621,66520,1478,0.978264,0.990848,0.502662,0.990848,0.497338,0.666968,0.984549,1.006397,0.268908
45,67209,644,66477,1521,0.977632,0.990509,0.502738,0.990509,0.497262,0.666958,0.984063,1.00655,0.271845
46,67192,661,66442,1556,0.977117,0.990258,0.502806,0.990258,0.497194,0.666961,0.983681,1.006687,0.272059
47,67164,689,66401,1597,0.976514,0.989846,0.502856,0.989846,0.497144,0.666912,0.983173,1.006787,0.272727
48,67158,695,66385,1613,0.976279,0.989757,0.502894,0.989757,0.497106,0.666925,0.983011,1.006863,0.280702
49,67112,741,66304,1694,0.975088,0.989079,0.503028,0.989079,0.496972,0.666889,0.982076,1.007131,0.283333
50,67088,765,66248,1750,0.974264,0.988726,0.50315,0.988726,0.49685,0.666915,0.981487,1.007375,0.284444
51,67001,852,66102,1896,0.972117,0.987443,0.503377,0.987443,0.496623,0.666823,0.979772,1.00783,0.285714
52,66984,869,66071,1927,0.971661,0.987193,0.503431,0.987193,0.496569,0.666813,0.979419,1.007938,0.286822
53,66941,912,66023,1975,0.970955,0.986559,0.503452,0.986559,0.496548,0.666687,0.978749,1.00798,0.28972
54,66901,952,65932,2066,0.969617,0.98597,0.503647,0.98597,0.496353,0.666723,0.977784,1.008371,0.292035
55,66845,1008,65810,2188,0.967823,0.985144,0.503901,0.985144,0.496099,0.666756,0.976474,1.008879,0.293785
56,66812,1041,65760,2238,0.967087,0.984658,0.503968,0.984658,0.496032,0.666703,0.975863,1.009012,0.294118
57,66758,1095,65653,2345,0.965514,0.983862,0.504173,0.983862,0.495827,0.6667,0.974678,1.009423,0.296296
58,66738,1115,65629,2369,0.965161,0.983567,0.504189,0.983567,0.495811,0.666647,0.974354,1.009456,0.296774
59,66718,1135,65566,2432,0.964234,0.983273,0.504354,0.983273,0.495646,0.666723,0.973743,1.009786,0.297297
60,66712,1141,65559,2439,0.964131,0.983184,0.504358,0.983184,0.495642,0.666707,0.973648,1.009795,0.29776
61,66595,1258,65304,2694,0.960381,0.98146,0.504894,0.98146,0.495106,0.666777,0.970909,1.010867,0.297872
62,66574,1279,65275,2723,0.959955,0.98115,0.504926,0.98115,0.495074,0.666733,0.970541,1.010931,0.298246
63,66550,1303,65200,2798,0.958852,0.980797,0.505123,0.980797,0.494877,0.666824,0.969813,1.011326,0.298507
64,66540,1313,65187,2811,0.958661,0.980649,0.505136,0.980649,0.494864,0.6668,0.969643,1.011351,0.299145
65,66520,1333,65149,2849,0.958102,0.980355,0.505206,0.980355,0.494794,0.666794,0.969216,1.011492,0.300885
66,66504,1349,65108,2890,0.957499,0.980119,0.505303,0.980119,0.494697,0.666824,0.968797,1.011687,0.301724
67,66494,1359,65079,2919,0.957072,0.979971,0.505377,0.979971,0.494623,0.666854,0.96851,1.011834,0.302128
68,66430,1423,64999,2999,0.955896,0.979028,0.505444,0.979028,0.494556,0.666693,0.96745,1.011968,0.302326
69,66385,1468,64924,3074,0.954793,0.978365,0.505563,0.978365,0.494437,0.666643,0.966566,1.012207,0.303571
70,66364,1489,64896,3102,0.954381,0.978056,0.505592,0.978056,0.494408,0.666596,0.966206,1.012264,0.305785
71,66336,1517,64860,3138,0.953852,0.977643,0.505625,0.977643,0.494375,0.666529,0.965735,1.012331,0.30662
72,66284,1569,64774,3224,0.952587,0.976876,0.505761,0.976876,0.494239,0.666469,0.964719,1.012602,0.307692
73,66262,1591,64733,3265,0.951984,0.976552,0.505836,0.976552,0.494164,0.666459,0.964255,1.012753,0.308943
74,66235,1618,64698,3300,0.951469,0.976154,0.505869,0.976154,0.494131,0.666395,0.963799,1.01282,0.309353
75,66203,1650,64644,3354,0.950675,0.975683,0.505957,0.975683,0.494043,0.666361,0.963166,1.012996,0.310811
76,66184,1669,64601,3397,0.950043,0.975403,0.506052,0.975403,0.493948,0.666378,0.962709,1.013185,0.313953
77,66158,1695,64544,3454,0.949204,0.97502,0.506174,0.97502,0.493826,0.666395,0.962098,1.01343,0.314815
78,66124,1729,64485,3513,0.948337,0.974518,0.506274,0.974518,0.493726,0.666364,0.961414,1.013631,0.315136
79,66053,1800,64358,3640,0.946469,0.973472,0.506499,0.973472,0.493501,0.666314,0.959956,1.01408,0.315436
80,66030,1823,64320,3678,0.94591,0.973133,0.506559,0.973133,0.493441,0.666287,0.959507,1.014201,0.315789
81,66010,1843,64255,3743,0.944954,0.972838,0.506736,0.972838,0.493264,0.666371,0.958881,1.014555,0.316239
82,65987,1866,64215,3783,0.944366,0.972499,0.506805,0.972499,0.493195,0.66635,0.958418,1.014693,0.317308
83,65971,1882,64186,3812,0.94394,0.972264,0.506857,0.972264,0.493143,0.66634,0.958086,1.014797,0.317757
84,65945,1908,64149,3849,0.943395,0.97188,0.506903,0.97188,0.493097,0.666289,0.957623,1.014889,0.317857
85,65889,1964,64085,3913,0.942454,0.971055,0.50694,0.971055,0.49306,0.666127,0.956739,1.014963,0.318182
86,65809,2044,63963,4035,0.94066,0.969876,0.507112,0.969876,0.492888,0.665999,0.955252,1.015309,0.318681
87,65788,2065,63935,4063,0.940248,0.969567,0.507142,0.969567,0.492858,0.665951,0.954892,1.015368,0.321429
88,65744,2109,63860,4138,0.939145,0.968918,0.507268,0.968918,0.492732,0.665907,0.954016,1.015621,0.321678
89,65725,2128,63820,4178,0.938557,0.968638,0.507353,0.968638,0.492647,0.665914,0.953581,1.01579,0.321739
90,65687,2166,63738,4260,0.937351,0.968078,0.507529,0.968078,0.492471,0.665933,0.952698,1.016143,0.322034
91,65681,2172,63718,4280,0.937057,0.96799,0.507585,0.96799,0.492415,0.66596,0.952507,1.016255,0.323077
92,65653,2200,63676,4322,0.936439,0.967577,0.507643,0.967577,0.492357,0.665913,0.951992,1.016371,0.323353
93,65612,2241,63614,4384,0.935528,0.966973,0.507731,0.966973,0.492269,0.665845,0.951233,1.016546,0.323529
94,65598,2255,63598,4400,0.935292,0.966766,0.50774,0.966766,0.49226,0.665804,0.951013,1.016565,0.323741
95,65573,2280,63542,4456,0.934469,0.966398,0.507865,0.966398,0.492135,0.665824,0.950416,1.016815,0.323944
96,65552,2301,63493,4505,0.933748,0.966088,0.507978,0.966088,0.492022,0.665847,0.949901,1.017041,0.324074
97,65527,2326,63461,4537,0.933277,0.96572,0.508008,0.96572,0.491992,0.665786,0.949481,1.017103,0.324561
98,65499,2354,63418,4580,0.932645,0.965307,0.508071,0.965307,0.491929,0.665742,0.948959,1.017228,0.324786
99,65450,2403,63330,4668,0.931351,0.964585,0.508231,0.964585,0.491769,0.665707,0.94795,1.017548,0.325
100,65441,2412,63304,4694,0.930969,0.964453,0.508299,0.964453,0.491701,0.665734,0.947693,1.017685,0.325581
101,65432,2421,63295,4703,0.930836,0.96432,0.508301,0.96432,0.491699,0.665704,0.94756,1.017687,0.325758
102,65361,2492,63167,4831,0.928954,0.963274,0.508535,0.963274,0.491465,0.665655,0.946095,1.018157,0.326531
103,65334,2519,63121,4877,0.928277,0.962876,0.508614,0.962876,0.491386,0.665627,0.945558,1.018315,0.326829
104,65271,2582,63064,4934,0.927439,0.961947,0.508599,0.961947,0.491401,0.665392,0.944675,1.018284,0.326923
105,65263,2590,63054,4944,0.927292,0.961829,0.508608,0.961829,0.491392,0.665372,0.944542,1.018302,0.327731
106,65242,2611,63031,4967,0.926954,0.96152,0.508618,0.96152,0.491382,0.665307,0.944218,1.018324,0.328
107,65223,2630,62990,5008,0.926351,0.96124,0.508708,0.96124,0.491292,0.665317,0.943777,1.018503,0.328829
108,65139,2714,62833,5165,0.924042,0.960002,0.50901,0.960002,0.49099,0.665278,0.942003,1.019107,0.330097
109,65123,2730,62807,5191,0.92366,0.959766,0.509052,0.959766,0.490948,0.665257,0.941693,1.019191,0.330189
110,65081,2772,62734,5264,0.922586,0.959147,0.509181,0.959147,0.490819,0.665219,0.940847,1.019451,0.330645
111,65067,2786,62692,5306,0.921968,0.958941,0.509295,0.958941,0.490705,0.665266,0.940435,1.019678,0.330769
112,65045,2808,62639,5359,0.921189,0.958616,0.509422,0.958616,0.490578,0.665296,0.939883,1.019932,0.332696
113,64944,2909,62468,5530,0.918674,0.957128,0.509717,0.957128,0.490283,0.665188,0.93788,1.020522,0.333333
114,64763,3090,62152,5846,0.914027,0.95446,0.510286,0.95446,0.489714,0.665027,0.934222,1.021663,0.336066
115,64734,3119,62103,5895,0.913306,0.954033,0.510372,0.954033,0.489628,0.664996,0.933648,1.021834,0.336788
116,64679,3174,62052,5946,0.912556,0.953222,0.510364,0.953222,0.489636,0.664793,0.932868,1.02182,0.336957
117,64586,3267,61912,6086,0.910497,0.951852,0.510569,0.951852,0.489431,0.664633,0.931153,1.02223,0.338624
118,64550,3303,61857,6141,0.909689,0.951321,0.510652,0.951321,0.489348,0.664573,0.930483,1.022395,0.33871
119,64531,3322,61828,6170,0.909262,0.951041,0.510696,0.951041,0.489304,0.664542,0.930129,1.022483,0.339286
120,64509,3344,61787,6211,0.908659,0.950717,0.510776,0.950717,0.489224,0.664531,0.929666,1.022644,0.339806
121,64459,3394,61703,6295,0.907424,0.94998,0.510922,0.94998,0.489078,0.664474,0.928679,1.022937,0.34
122,64355,3498,61542,6456,0.905056,0.948447,0.511172,0.948447,0.488828,0.66431,0.926729,1.023436,0.340909
123,64320,3533,61493,6505,0.904335,0.947932,0.511235,0.947932,0.488765,0.664236,0.92611,1.023562,0.341176
124,64288,3565,61445,6553,0.90363,0.94746,0.511306,0.94746,0.488694,0.66418,0.925521,1.023704,0.342857
125,64280,3573,61426,6572,0.90335,0.947342,0.511352,0.947342,0.488648,0.66419,0.925323,1.023797,0.343137
126,64256,3597,61392,6606,0.90285,0.946988,0.511397,0.946988,0.488603,0.664141,0.924896,1.023887,0.343234
127,64185,3668,61276,6722,0.901144,0.945942,0.511593,0.945942,0.488407,0.664049,0.923519,1.02428,0.344
128,64146,3707,61238,6760,0.900585,0.945367,0.511596,0.945367,0.488404,0.66391,0.922952,1.024286,0.344262
129,64123,3730,61196,6802,0.899968,0.945028,0.511678,0.945028,0.488322,0.663895,0.922474,1.02445,0.345133
130,64092,3761,61150,6848,0.899291,0.944571,0.511745,0.944571,0.488255,0.663839,0.921907,1.024584,0.345455
131,64075,3778,61117,6881,0.898806,0.944321,0.511814,0.944321,0.488186,0.663835,0.921539,1.024721,0.345794
132,64030,3823,61053,6945,0.897865,0.943658,0.5119,0.943658,0.4881,0.663743,0.920737,1.024894,0.345865
133,64005,3848,61015,6983,0.897306,0.943289,0.511958,0.943289,0.488042,0.663701,0.920273,1.02501,0.346591
134,63974,3879,60959,7039,0.896482,0.942832,0.512066,0.942832,0.487934,0.663679,0.919633,1.025227,0.346939
135,63953,3900,60928,7070,0.896026,0.942523,0.512112,0.942523,0.487888,0.66364,0.91925,1.025317,0.347985
136,63902,3951,60848,7150,0.89485,0.941771,0.51224,0.941771,0.48776,0.663562,0.918285,1.025576,0.348624
137,63880,3973,60814,7184,0.89435,0.941447,0.512294,0.941447,0.487706,0.663526,0.917873,1.025683,0.349515
138,63851,4002,60781,7217,0.893865,0.94102,0.512316,0.94102,0.487684,0.663439,0.917417,1.025727,0.34965
139,63826,4027,60734,7264,0.893173,0.940651,0.512412,0.940651,0.487588,0.663427,0.916887,1.025918,0.35
140,63772,4081,60648,7350,0.891909,0.939855,0.512554,0.939855,0.487446,0.663348,0.915856,1.026204,0.351563
141,63747,4106,60601,7397,0.891217,0.939487,0.51265,0.939487,0.48735,0.663337,0.915326,1.026395,0.352252
142,63538,4315,60237,7761,0.885864,0.936407,0.513335,0.936407,0.486665,0.663139,0.911108,1.027766,0.352941
143,63535,4318,60233,7765,0.885805,0.936362,0.513339,0.936362,0.486661,0.663132,0.911057,1.027776,0.353383
144,63473,4380,60139,7859,0.884423,0.935449,0.513486,0.935449,0.486514,0.663025,0.909909,1.028069,0.353627
145,63306,4547,59908,8090,0.881026,0.932987,0.513789,0.932987,0.486211,0.662658,0.906979,1.028676,0.35443
146,63277,4576,59871,8127,0.880482,0.93256,0.513829,0.93256,0.486171,0.662583,0.906493,1.028756,0.354651
147,63238,4615,59812,8186,0.879614,0.931985,0.513921,0.931985,0.486079,0.662514,0.905772,1.028941,0.35473
148,63188,4665,59709,8289,0.878099,0.931248,0.514154,0.931248,0.485846,0.662522,0.904646,1.029407,0.355072
149,63162,4691,59678,8320,0.877643,0.930865,0.514181,0.930865,0.485819,0.662447,0.904226,1.029461,0.35514
150,63140,4713,59627,8371,0.876893,0.930541,0.514308,0.930541,0.485692,0.66247,0.903689,1.029714,0.35545
151,63090,4763,59573,8425,0.876099,0.929804,0.514336,0.929804,0.485664,0.662307,0.902923,1.029771,0.356688
152,63066,4787,59525,8473,0.875393,0.92945,0.514442,0.92945,0.485558,0.662305,0.902393,1.029984,0.357576
153,63030,4823,59471,8527,0.874599,0.92892,0.514526,0.92892,0.485474,0.66224,0.901731,1.030152,0.357741
154,62911,4942,59303,8695,0.872129,0.927166,0.514761,0.927166,0.485239,0.661988,0.899618,1.030622,0.358108
155,62879,4974,59248,8750,0.87132,0.926694,0.514866,0.926694,0.485134,0.661954,0.898978,1.030832,0.358434
156,62815,5038,59159,8839,0.870011,0.925751,0.514987,0.925751,0.485013,0.661813,0.897851,1.031074,0.35865
157,62755,5098,59081,8917,0.868864,0.924867,0.515078,0.924867,0.484922,0.661662,0.896836,1.031256,0.359504
158,62702,5151,59006,8992,0.867761,0.924086,0.515184,0.924086,0.484816,0.66155,0.895893,1.031469,0.359543
159,62419,5434,58498,9500,0.86029,0.919915,0.516214,0.919915,0.483786,0.661323,0.890071,1.03353,0.361032
160,62360,5493,58391,9607,0.858716,0.919046,0.516435,0.919046,0.483565,0.66128,0.888849,1.033973,0.361921
161,61778,6075,57366,10632,0.843642,0.910468,0.518515,0.910468,0.481485,0.660738,0.87702,1.038139,0.363636
162,61737,6116,57281,10717,0.842392,0.909864,0.51872,0.909864,0.48128,0.660745,0.876092,1.038548,0.364444
163,61674,6179,57214,10784,0.841407,0.908935,0.518757,0.908935,0.481243,0.66053,0.875135,1.038623,0.365
164,61616,6237,57152,10846,0.840495,0.908081,0.518793,0.908081,0.481207,0.660333,0.874252,1.038695,0.365019
165,61556,6297,57064,10934,0.839201,0.907196,0.518934,0.907196,0.481066,0.660214,0.873163,1.038978,0.365217
166,61513,6340,56989,11009,0.838098,0.906563,0.519088,0.906563,0.480912,0.66017,0.872294,1.039286,0.365385
167,61486,6367,56960,11038,0.837672,0.906165,0.519106,0.906165,0.480894,0.660079,0.871882,1.039321,0.365854
168,61470,6383,56951,11047,0.837539,0.905929,0.51908,0.905929,0.48092,0.659995,0.871698,1.03927,0.366516
169,61416,6437,56866,11132,0.836289,0.905133,0.519234,0.905133,0.480766,0.659908,0.870674,1.039577,0.366972
170,61397,6456,56846,11152,0.835995,0.904853,0.519244,0.904853,0.480756,0.659842,0.870387,1.039598,0.367347
171,61354,6499,56795,11203,0.835245,0.904219,0.519293,0.904219,0.480707,0.659713,0.869695,1.039697,0.367647
172,61309,6544,56743,11255,0.83448,0.903556,0.519339,0.903556,0.480661,0.659573,0.868981,1.039788,0.367713
173,61248,6605,56671,11327,0.833422,0.902657,0.519407,0.902657,0.480593,0.659389,0.868002,1.039925,0.367925
174,61201,6652,56605,11393,0.832451,0.901965,0.519507,0.901965,0.480493,0.659284,0.867171,1.040123,0.368
175,61176,6677,56563,11435,0.831833,0.901596,0.51959,0.901596,0.48041,0.659253,0.866677,1.04029,0.368098
176,61071,6782,56402,11596,0.829466,0.900049,0.519873,0.900049,0.480127,0.659066,0.864719,1.040856,0.368421
177,61058,6795,56374,11624,0.829054,0.899857,0.519943,0.899857,0.480057,0.659071,0.864418,1.040998,0.368534
178,60944,6909,56237,11761,0.827039,0.898177,0.520084,0.898177,0.479916,0.658733,0.86257,1.04128,0.368984
179,60913,6940,56170,11828,0.826054,0.89772,0.520255,0.89772,0.479745,0.658747,0.861849,1.041621,0.369128
180,60878,6975,56129,11869,0.825451,0.897204,0.520294,0.897204,0.479706,0.658639,0.861289,1.041699,0.369369
181,60854,6999,56104,11894,0.825083,0.896851,0.520306,0.896851,0.479694,0.658554,0.860929,1.041725,0.369444
182,60712,7141,55908,12090,0.822201,0.894758,0.520597,0.894758,0.479403,0.658221,0.85844,1.042306,0.37
183,60627,7226,55773,12225,0.820215,0.893505,0.520851,0.893505,0.479149,0.658084,0.856821,1.042814,0.37037
184,60592,7261,55743,12255,0.819774,0.892989,0.520841,0.892989,0.479159,0.657936,0.856343,1.042794,0.37069
185,60484,7369,55571,12427,0.817245,0.891398,0.521167,0.891398,0.478833,0.657764,0.854282,1.043447,0.371429
186,60351,7502,55397,12601,0.814686,0.889437,0.5214,0.889437,0.4786,0.657415,0.852022,1.043914,0.372093
187,60297,7556,55315,12683,0.81348,0.888642,0.521546,0.888642,0.478454,0.657313,0.851021,1.044207,0.37224
188,60225,7628,55229,12769,0.812215,0.887581,0.521636,0.887581,0.478364,0.657094,0.849858,1.044387,0.37234
189,60205,7648,55193,12805,0.811686,0.887286,0.521716,0.887286,0.478284,0.657077,0.849445,1.044547,0.372642
190,60128,7725,55068,12930,0.809847,0.886151,0.521963,0.886151,0.478037,0.656961,0.847958,1.045041,0.372727
191,60104,7749,55027,12971,0.809244,0.885797,0.522049,0.885797,0.477951,0.656932,0.84748,1.045213,0.372781
192,60071,7782,54986,13012,0.808641,0.885311,0.522098,0.885311,0.477902,0.656837,0.846935,1.045311,0.372807
193,60011,7842,54934,13064,0.807877,0.884427,0.522084,0.884427,0.477916,0.656583,0.846111,1.045285,0.373016
194,59993,7860,54888,13110,0.8072,0.884161,0.522219,0.884161,0.477781,0.656616,0.84564,1.045553,0.373333
195,59960,7893,54855,13143,0.806715,0.883675,0.522231,0.883675,0.477769,0.656492,0.845154,1.045579,0.373984
196,59926,7927,54807,13191,0.806009,0.883174,0.522308,0.883174,0.477692,0.656414,0.84455,1.045733,0.374046
197,59859,7994,54690,13308,0.804288,0.882186,0.522562,0.882186,0.477438,0.656341,0.843196,1.046241,0.37415
198,59834,8019,54647,13351,0.803656,0.881818,0.522654,0.881818,0.477346,0.656312,0.842695,1.046426,0.374194
199,59805,8048,54604,13394,0.803024,0.881391,0.52273,0.881391,0.47727,0.656253,0.842165,1.046577,0.375
200,59769,8084,54552,13446,0.802259,0.88086,0.522817,0.88086,0.477183,0.656175,0.841518,1.046752,0.37561
201,59723,8130,54501,13497,0.801509,0.880182,0.522859,0.880182,0.477141,0.656019,0.840804,1.046835,0.375691
202,59686,8167,54439,13559,0.800597,0.879637,0.522988,0.879637,0.477012,0.655969,0.840075,1.047094,0.375969
203,59634,8219,54360,13638,0.799435,0.87887,0.523133,0.87887,0.476867,0.65587,0.83911,1.047384,0.376068
204,59603,8250,54318,13680,0.798818,0.878414,0.523196,0.878414,0.476804,0.655792,0.838573,1.04751,0.376289
205,59567,8286,54257,13741,0.797921,0.877883,0.523325,0.877883,0.476675,0.655746,0.837859,1.047769,0.376812
206,59465,8388,54117,13881,0.795862,0.87638,0.523542,0.87638,0.476458,0.655496,0.836078,1.048204,0.376963
207,59432,8421,54071,13927,0.795185,0.875893,0.523616,0.875893,0.476384,0.655418,0.835496,1.048351,0.377358
208,59404,8449,54041,13957,0.794744,0.875481,0.523637,0.875481,0.476363,0.655319,0.835069,1.048393,0.377451
209,59366,8487,53984,14014,0.793906,0.874921,0.523741,0.874921,0.476259,0.655243,0.83437,1.0486,0.377778
210,59283,8570,53836,14162,0.791729,0.873698,0.524076,0.873698,0.475924,0.655162,0.83267,1.049273,0.377953
211,59256,8597,53795,14203,0.791126,0.8733,0.524153,0.8733,0.475847,0.65511,0.832169,1.049426,0.378151
212,59241,8612,53759,14239,0.790597,0.873079,0.524257,0.873079,0.475743,0.655129,0.831794,1.049634,0.378378
213,59170,8683,53681,14317,0.78945,0.872032,0.52432,0.872032,0.47568,0.654883,0.830697,1.04976,0.378641
214,59159,8694,53650,14348,0.788994,0.87187,0.524417,0.87187,0.475583,0.654914,0.830388,1.049955,0.378723
215,59108,8745,53571,14427,0.787832,0.871118,0.52457,0.871118,0.47543,0.65482,0.829431,1.050261,0.378788
216,59078,8775,53533,14465,0.787273,0.870676,0.52462,0.870676,0.47538,0.654734,0.82893,1.050361,0.379603
217,59018,8835,53448,14550,0.786023,0.869792,0.524763,0.869792,0.475237,0.654595,0.827863,1.050647,0.37963
218,58993,8860,53418,14580,0.785582,0.869424,0.524797,0.869424,0.475203,0.654518,0.827458,1.050716,0.38
219,58955,8898,53376,14622,0.784964,0.868864,0.524833,0.868864,0.475167,0.654387,0.826869,1.050787,0.380282
220,58942,8911,53355,14643,0.784655,0.868672,0.524876,0.868672,0.475124,0.654366,0.826619,1.050874,0.380368
221,58915,8938,53296,14702,0.783788,0.868274,0.525038,0.868274,0.474962,0.654378,0.825986,1.051197,0.380488
222,58868,8985,53223,14775,0.782714,0.867581,0.52518,0.867581,0.47482,0.654292,0.825103,1.051483,0.38055
223,58784,9069,53072,14926,0.780494,0.866343,0.525533,0.866343,0.474467,0.654213,0.823373,1.052189,0.380567
224,58733,9120,53004,14994,0.779494,0.865592,0.525636,0.865592,0.474364,0.654079,0.822497,1.052395,0.380952
225,58726,9127,52993,15005,0.779332,0.865489,0.525658,0.865489,0.474342,0.654066,0.822364,1.05244,0.381944
226,58656,9197,52896,15102,0.777905,0.864457,0.525818,0.864457,0.474182,0.653895,0.821135,1.052759,0.382353
227,58604,9249,52811,15187,0.776655,0.863691,0.525997,0.863691,0.474003,0.653814,0.820126,1.053119,0.382664
228,58495,9358,52658,15340,0.774405,0.862084,0.526257,0.862084,0.473743,0.653554,0.818198,1.053638,0.382813
229,58479,9374,52627,15371,0.773949,0.861848,0.526335,0.861848,0.473665,0.653546,0.817852,1.053795,0.382979
230,58460,9393,52605,15393,0.773626,0.861568,0.526358,0.861568,0.473642,0.653484,0.81755,1.053842,0.383721
231,58437,9416,52587,15411,0.773361,0.861229,0.526346,0.861229,0.473654,0.653376,0.817248,1.053816,0.384615
